"WhdloadSlaveFlags";"WhdloadSize";"WhdloadSlaveFilePath";"ReadmeAppliesTo";"WhdloadSlaveExecInstall";"WhdloadName";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveBaseMemSize";"WhdloadPath";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"DetailMatch";"DetailScore";"DetailSource";"DetailYear";"DetailUrl";"DetailId";"DetailLicense";"DetailLanguages";"DetailDisks";"DetailPlayers";"DetailName";"DetailPublisher";"DetailPath";"DetailHardware";"DetailGenre";"Detail_Keywords";"AssignName"
"NoError, EmulTrap, ClearMem";"2061940";"W\WingsOfDeath\WingsOfDeath.slave";"Wings of Death ? 1990 Eclipse.";"0";"WingsOfDeath";"Wings of Death";"1990 Eclipse";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WingsOfDeath";"OCS/ECS";"";"";"";"";"";"wings of death";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=1213";"1213";"Commercial";"English";"1";"1 Only";"Wings of Death";"Thalion";"w\wings-of-death";"OCS,ECS";"";"wings of death wingsofdeath 1213 thalion wingsofdeath english";"A-Games"
"NoError, EmulPriv";"921189";"W\WingsOfFury\WingsOfFury.Slave";"Wings Of Fury ? 1990 BroderBund.";"0";"WingsOfFury";"Wings Of Fury";"1990 BroderBund";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WingsOfFury";"OCS/ECS";"";"";"";"";"";"wings of fury";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=1134";"1134";"Commercial";"English";"1";"1 Only";"Wings of Fury";"Brøderbund";"w\wings-of-fury";"OCS,ECS";"";"wings of fury wingsoffury 1134 brøderbund wingsoffury english";"A-Games"
"NoError, EmulPriv, Examine";"241285";"W\WinnieThePooh\WinnieThePooh.Slave";"Winnie the Pooh in the Hundred Acre Wood ? 1986 Sierra.";"0";"WinnieThePooh";"Winnie The Pooh in the Hundred Acre Wood";"1986 Sierra";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WinnieThePooh";"OCS/ECS";"";"";"";"";"";"winnie the pooh in hundred acre wood";"Exact";"100";"Lemon Amiga";"1986";"http://www.lemonamiga.com/games/details.php?id=2595";"2595";"Commercial";"English";"1";"1 Only";"Winnie the Pooh in the Hundred Acre Wood";"Sierra On-Line";"w\winnie-the-pooh-in-the-hundred-acre-wood";"OCS";"Adventure - Selectable Answers";"winnie the pooh in the hundred acre wood winniethepoohinthehundredacrewood 2595 sierra on line winniethepoohinthehundredacrewood english";"A-Games"
"NoError, EmulTrap, ClearMem";"708536";"W\WinningPost\WinningPost.Slave";"Winning Post (c) 1993 Mental Image - 1 disk.";"0";"WinningPost";"Winning Post";"1993 Mental Image";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WinningPost";"OCS/ECS";"";"";"";"";"";"winning post";"Exact";"100";"Lemon Amiga";"1993";"http://www.lemonamiga.com/games/details.php?id=2300";"2300";"Commercial";"English";"1";"1 Only";"Winning Post";"Mental Image Software Design";"w\winning-post";"OCS,ECS";"Gambling - Slot Machine";"winning post winningpost 2300 mental image software design winningpost english";"A-Games"
"NoError, EmulTrap, ClearMem";"1289347";"W\WinterCamp\WinterCamp.Slave";"Winter Camp (c) 1991 Thalamus - 2 disks.";"0";"WinterCamp";"Winter Camp";"1991 Thalamus";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WinterCamp";"OCS/ECS";"";"";"";"";"";"winter camp";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=1357";"1357";"Commercial";"English";"2";"1 Only";"Winter Camp";"Thalamus";"w\winter-camp";"OCS,ECS";"Arcade - Miscellaneous";"winter camp wintercamp 1357 thalamus wintercamp english";"A-Games"
"NoError, EmulPriv, Examine";"731932";"W\WinterChallenge\WinterChallenge.Slave";"Winter Olympiad 88 ? 1988 Tynesoft/Thunder Mountain.";"0";"WinterChallenge";"Winter Olympiad 88/Winter Challenge";"1988 Tyne soft/Thunder Mountain.";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WinterChallenge";"OCS/ECS";"";"";"";"";"";"winter challenge world class competition";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=2639";"2639";"Commercial";"English";"1";"1 to 6";"Winter Challenge: World Class Competition";"Thunder Mountain";"w\winter-challenge-world-class-competition";"OCS";"Sports - Multi-Event";"winter challenge world class competition winterchallengeworldclasscompetition 2639 thunder mountain winterchallengeworldclasscompetition english";"A-Games"
"NoError, EmulPriv, Examine";"662428";"W\WinterGames\WinterGames.Slave";"Winter Games (c) 1987 Epyx - 1 disk";"0";"WinterGames";"Winter Games";"1987 Epyx";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WinterGames";"OCS/ECS";"";"";"";"";"";"winter games";"Exact";"100";"Lemon Amiga";"1987";"http://www.lemonamiga.com/games/details.php?id=1135";"1135";"Commercial";"English";"1";"1 to 8";"Winter Games";"Epyx";"w\winter-games";"OCS";"Sports - Multi-Event";"winter games wintergames 1135 epyx wintergames english";"A-Games"
"NoError, EmulPriv, Examine";"716027";"W\WinterOlympiad88\WinterOlympiad88.Slave";"Winter Olympiad 88 ? 1988 Tynesoft/Thunder Mountain.";"0";"WinterOlympiad88";"Winter Olympiad 88/Winter Challenge";"1988 Tyne soft/Thunder Mountain.";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WinterOlympiad88";"OCS/ECS";"";"";"";"";"";"winter olympiad 88 challenge";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=1356";"1356";"Commercial";"English";"1";"1 to 6";"Winter Olympiad 88";"Tynesoft";"w\winter-olympiad-88";"OCS";"Sports - Multi-Event";"winter olympiad 88 winterolympiad88 1356 tynesoft winterolympiad88 english";"A-Games"
"NoError, EmulTrap";"2714696";"W\WinterOlympics\WinterOlympics.Slave";"Winter Olympics ? 1993 US Gold - 3 disks";"0";"WinterOlympics";"Winter Olympics";"1993 US Gold";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WinterOlympics";"OCS/ECS";"";"";"";"";"";"winter olympics";"Exact";"7.1";"Open Amiga Game Database";"1994";"https://oagd.net/amiga/winter-olympics";"";"";"English, German, Spanish, French, Italian, Dutch, Norwegian, Swedish";"";"1 - 4 (1 simultaneous)";"Winter Olympics";"U.S. Gold";"w\winter-olympics";"";"";"winter olympics winterolympics us gold winterolympics english, german, spanish, french, italian, dutch, norwegian, swedish";"A-Games"
"NoError, EmulTrap";"825003";"W\WinterSupersports92\WinterSupersports92.Slave";"Winter Supersports 92 (c) 1992 Flair Software - 1";"0";"WinterSupersports92";"Winter Supersports 92";"1992 Flair Software";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WinterSupersports92";"OCS/ECS";"";"";"";"";"";"winter supersports 92";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=1136";"1136";"Commercial";"English";"1";"1 to 6";"Winter Supersports 92";"Flair Software";"w\winter-supersports-92";"OCS,ECS";"Sports - Multi-Event";"winter supersports 92 wintersupersports92 1136 flair software wintersupersports92 english";"A-Games"
"NoError, EmulPriv, Examine";"724696";"W\Winzer\Winzer.Slave";"Winzer ? 1991 Starbyte.";"0";"Winzer";"Winzer";"1991 Starbyte";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Winzer";"OCS/ECS";"";"";"";"";"";"winzer";"Exact";"N/A";"Open Amiga Game Database";"";"https://oagd.net/game/28896354-90a1-59d0-bd42-f8f2b298e6d6";"";"";"English, German";"";"1 - 4 (1 simultaneous)";"Winzer";"Starbyte";"w\winzer";"";"";"winzer winzer starbyte winzer english, german";"A-Games"
"NoError, EmulPriv, Examine";"3318769";"W\WinzerCDTVDe\WinzerCDTVDe.Slave";"Winzer ? 1991 Starbyte.";"0";"WinzerCDTVDe";"Winzer";"1991 Starbyte";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Winzer";"CDTV";"De";"";"";"";"";"winzer";"Exact";"N/A";"Open Amiga Game Database";"";"https://oagd.net/game/28896354-90a1-59d0-bd42-f8f2b298e6d6";"";"";"English, German";"";"1 - 4 (1 simultaneous)";"Winzer";"Starbyte";"w\winzer";"";"";"winzer winzer starbyte winzer english, german";"A-Games"
"NoError, EmulPriv, Examine";"723635";"W\WinzerDe\WinzerDe.Slave";"Winzer ? 1991 Starbyte.";"0";"WinzerDe";"Winzer";"1991 Starbyte";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Winzer";"OCS/ECS";"De";"";"";"";"";"winzer";"Exact";"N/A";"Open Amiga Game Database";"";"https://oagd.net/game/28896354-90a1-59d0-bd42-f8f2b298e6d6";"";"";"English, German";"";"1 - 4 (1 simultaneous)";"Winzer";"Starbyte";"w\winzer";"";"";"winzer winzer starbyte winzer english, german";"A-Games"
"NoError, EmulPriv, Examine";"1197692";"W\WisielecPl\WisielecPl.Slave";"Wisielec ? 1994 MarkSoft.";"0";"WisielecPl";"Wisielec";"1994 Marksoft";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Wisielec";"OCS/ECS";"Pl";"";"";"";"";"wisielec";"Exact";"100";"Lemon Amiga";"1994";"http://www.lemonamiga.com/games/details.php?id=3188";"3188";"Commercial";"Polish";"1";"1 Only";"Wisielec";"MarkSoft";"w\wisielec";"OCS,ECS";"Brain - Puzzle";"wisielec wisielec 3188 mark soft wisielec polish";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"1233524";"W\WITUSAIsCarmenSandiego\WITUSAIsCarmenSandiego.slave";"Where in the USA is Carmen Sandiego ? 1989 Br?derbund.";"0";"WITUSAIsCarmenSandiego";"Where in the USA is Carmen Sandiego";"1989 Br?derbund";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WITUSAIsCarmenSandiego";"OCS/ECS";"";"";"";"";"";"witusais carmen sandiego where in the usa is";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=2475";"2475";"Commercial";"English";"2";"1 Only";"Where in the USA is Carmen Sandiego?";"Brøderbund";"w\where-in-the-usa-is-carmen-sandiego";"OCS";"Adventure - Selectable Answers";"where in the usa is carmen sandiego whereintheusaiscarmensandiego 2475 brøderbund whereintheusaiscarmensandiego english";"A-Games"
"NoError, EmulPriv, Examine";"774901";"W\WITWIsCarmenSandiego\WITWIsCarmenSandiego.slave";"Where in the World is Carmen Sandiego ? 1990 Broderbund.";"0";"WITWIsCarmenSandiego";"Where in the World is Carmen Sandiego";"1990 Broderbund";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WITWIsCarmenSandiego";"OCS/ECS";"";"";"";"";"";"witwis carmen sandiego where in the world is";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=1129";"1129";"Commercial";"English";"1";"1 Only";"Where in the World is Carmen Sandiego?";"Brøderbund";"w\where-in-the-world-is-carmen-sandiego";"OCS";"Adventure - Selectable Answers";"where in the world is carmen sandiego whereintheworldiscarmensandiego 1129 brøderbund whereintheworldiscarmensandiego english";"A-Games"
"NoError, EmulPriv, Examine";"2184567";"W\Wizardry6BaneCosmicForg\Wizardry6BaneCosmicForg.slave";"Bane of Cosmic Forge by Sir-Tech (c) 1990 - 5 disks.";"0";"Wizardry6BaneCosmicForg";"Wizardry VI: Bane of Cosmic Forge";"1990 Sir-Tech";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Wizardry6BaneCosmicForg";"OCS/ECS";"";"";"";"";"";"wizardry 6 bane cosmic forg of forge";"Best";"2,324052";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=2670";"2670";"Commercial";"English";"5";"1 Only";"Wizardry: Bane of the Cosmic Forge";"US Gold";"w\wizardry-bane-of-the-cosmic-forge";"OCS";"Adventure - RPG 3D";"wizardry bane of the cosmic forge wizardrybaneofthecosmicforge 2670 us gold wizardrybaneofthecosmicforge english";"A-Games"
"NoError, EmulPriv, Examine";"2183545";"W\Wizardry6BaneCosmicForgDe\Wizardry6BaneCosmicForgDe.slave";"Bane of Cosmic Forge by Sir-Tech (c) 1990 - 5 disks.";"0";"Wizardry6BaneCosmicForgDe";"Wizardry VI: Bane of Cosmic Forge";"1990 Sir-Tech";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Wizardry6BaneCosmicForg";"OCS/ECS";"De";"";"";"";"";"wizardry 6 bane cosmic forg of forge";"Best";"2,324052";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=2670";"2670";"Commercial";"English";"5";"1 Only";"Wizardry: Bane of the Cosmic Forge";"US Gold";"w\wizardry-bane-of-the-cosmic-forge";"OCS";"Adventure - RPG 3D";"wizardry bane of the cosmic forge wizardrybaneofthecosmicforge 2670 us gold wizardrybaneofthecosmicforge english";"A-Games"
"NoError";"354908";"W\Wizball\Wizball.Slave";"Wizball ? 1987 Ocean.";"0";"Wizball";"Wizball";"1988 Peter Johnson/Sensible Software/Ocean";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Wizball";"OCS/ECS";"";"";"";"";"";"wizball";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=1139";"1139";"Commercial";"English";"1";"1 to 4, Simultaneous";"Wizball";"Ocean";"w\wizball";"OCS";"";"wizball wizball 1139 ocean wizball english";"A-Games"
"Disk, NoError, EmulTrap";"2056726";"W\Wizkid\Wizkid.Slave";"Wizkid, ?1992 Sensible Software / Ocean";"0";"Wizkid";"--<> W i Z K i D <>--";"1992 Sensible Software / Ocean";"1114112";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Wizkid";"OCS/ECS";"";"";"";"";"";"wizkid 1";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=1215";"1215";"Commercial";"English,German,French";"2";"1 Only";"Wizkid";"Ocean";"w\wizkid";"OCS,ECS";"Arcade - Miscellaneous";"wizkid wizkid 1215 ocean wizkid english,german,french";"A-Games"
"EmulTrap";"1000762";"W\WizNLiz\WizNLiz.Slave";"Wiz'n'Liz (c) 1993 Psygnosis/Lunatic Software";"0";"WizNLiz";"Wiz";"1993 Psygnosis / Lunatic Software";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WizNLiz";"OCS/ECS";"";"";"";"";"";"wiz nliz";"Exact";"100";"Lemon Amiga";"1993";"http://www.lemonamiga.com/games/details.php?id=1138";"1138";"Commercial";"English";"2";"1 or 2, Simultaneous";"Wiz 'n' Liz";"Psygnosis";"w\wiz-n-liz";"OCS,ECS";"Platformer - Scrolling Screen";"wiz n liz wiznliz 1138 psygnosis wiznliz english";"A-Games"
"Disk, NoError, EmulTrap";"1824200";"W\Wolfchild\Wolfchild.Slave";"Wolfchild ? 1991 Core Design Ltd.";"0";"Wolfchild";"-) WOLFCHILD (-";"1991 Core Design Ltd.";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Wolfchild";"OCS/ECS";"";"";"";"";"";"wolfchild";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=1140";"1140";"Commercial";"English";"2";"1 Only";"Wolfchild";"Core Design";"w\wolfchild";"OCS,ECS";"";"wolfchild wolfchild 1140 core design wolfchild english";"A-Games"
"NoError, EmulPriv";"1828771";"W\Wolfpack\Wolfpack.Slave";"Wolfpack ? 1991 Novalogic/Mirrorsoft";"0";"Wolfpack";"-) W O L F P A C K (-";"1990 Novalogic/Mirrorsoft";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Wolfpack";"OCS/ECS";"";"";"";"";"";"wolfpack";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=2485";"2485";"Commercial";"English";"1";"1 Only";"Wolfpack";"Mirrorsoft";"w\wolfpack";"OCS";"Simulation - Marine";"wolfpack wolfpack 2485 mirrorsoft wolfpack english";"A-Games"
"NoError, NoKbd";"920475";"W\WonderboyInMonsterland\WonderboyInMonsterland.Slave";"Wonderboy in Monsterland (c) 1989 Activision/Sega.";"0";"WonderboyInMonsterland";"Wonderboy in Monsterland";"1989 Activision/Sega";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WonderboyInMonsterland";"OCS/ECS";"";"";"";"";"";"wonderboy in monsterland";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=1142";"1142";"Commercial";"English";"1";"1 Only";"Wonderboy in Monsterland";"Activision";"w\wonderboy-in-monsterland";"OCS";"Platformer - Scrolling Screen";"wonderboy in monsterland wonderboyinmonsterland 1142 activision wonderboyinmonsterland english";"A-Games"
"NoError, EmulTrap, NoKbd, ClearMem";"1578385";"W\WonderDog\WonderDog.Slave";"Wonderdog by Core Design (c) 1993 - 2 disks.";"0";"WonderDog";"Wonderdog";"1993 Core Design";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WonderDog";"OCS/ECS";"";"";"";"";"";"wonder dog";"Exact";"100";"Lemon Amiga";"1993";"http://www.lemonamiga.com/games/details.php?id=1141";"1141";"Commercial";"English";"2";"1 Only";"Wonder Dog";"Core Design";"w\wonder-dog";"OCS,ECS";"Platformer - Scrolling Screen";"wonder dog wonderdog 1141 core design wonderdog english";"A-Games"
"NoError, EmulPriv, Examine";"2296989";"W\Wonderland\Wonderland.Slave";"Wonderland ? 1991 Magnetic Scrolls.";"0";"Wonderland";"Wonderland";"1991 Magnetic Scrolls";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"Wonderland";"OCS/ECS";"";"";"";"";"";"wonderland";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=1143";"1143";"Commercial";"English";"4";"1 Only";"Wonderland";"Virgin Mastertronic";"w\wonderland";"OCS,ECS";"Adventure - Animated Graphics/Text";"wonderland wonderland 1143 virgin mastertronic wonderland english";"A-Games"
"NoError, EmulTrap, ClearMem";"2257690";"W\WoodysWorld\WoodysWorld.Slave";"Woody's World (c) 1993 Vision - 3 disks.";"0";"WoodysWorld";"Woody";"1993 Vision";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WoodysWorld";"OCS/ECS";"";"";"";"";"";"woodys world woody";"Exact";"100";"Lemon Amiga";"1993";"http://www.lemonamiga.com/games/details.php?id=1144";"1144";"Commercial";"English";"3";"1 Only";"Woody's World";"Acid Software";"w\woodys-world";"OCS,ECS";"Platformer - Scrolling Screen";"woodys world woodysworld 1144 acid software woodysworld english";"A-Games"
"NoError";"930604";"W\WorldChampBoxingManager\WorldChampBoxingManager.Slave";"World Championship Boxing Manager (c) 1990 Goliath";"0";"WorldChampBoxingManager";"World Championship Boxing Manager";"1990 Goliath Games";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WorldChampBoxingManager";"OCS/ECS";"";"";"";"";"";"world champ boxing manager championship";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=2679";"2679";"Commercial";"English";"1";"1 Only";"World Championship Boxing Manager";"Goliath Games";"w\world-championship-boxing-manager";"OCS";"Sports - Boxing";"world championship boxing manager worldchampionshipboxingmanager 2679 goliath games worldchampionshipboxingmanager english";"A-Games"
"NoError, EmulTrap";"566670";"W\WorldChampionshipSoccer\WorldChampSoccer.Slave";"World Championship Soccer (c) 1990 Elite - 1 disk.";"0";"WorldChampionshipSoccer";"World Championship Soccer";"1990 Elite";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WorldChampionshipSoccer";"OCS/ECS";"";"";"";"";"";"world championship soccer";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=2479";"2479";"Commercial";"English";"1";"1 or 2, Simultaneous";"World Championship Soccer";"Elite";"w\world-championship-soccer";"OCS";"Sports - Football/Soccer";"world championship soccer worldchampionshipsoccer 2479 elite worldchampionshipsoccer english";"A-Games"
"NoError, EmulPriv, ClearMem, Examine";"3146913";"W\WorldCircuit\WorldCircuit.Slave";"World Circuit (c) 1991 Microprose - 4 disks.";"0";"WorldCircuit";"World Circuit";"1991 Geoff Crammond/Microprose";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WorldCircuit";"OCS/ECS";"";"";"";"";"";"world circuit";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=2680";"2680";"Commercial";"English";"4";"";"World Circuit";"MicroProse Software";"w\world-circuit";"OCS,ECS";"Sports - Formula One";"world circuit worldcircuit 2680 micro prose software worldcircuit english";"A-Games"
"NoError";"1245182";"W\WorldClassRugby\WorldClassRugby.Slave";"World Class Rugby (c) 1991 Audiogenic - 1 disk.";"0";"WorldClassRugby";"World Class Rugby";"1991 Audiogenic";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WorldClassRugby";"OCS/ECS";"";"";"";"";"";"world class rugby";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=2686";"2686";"Commercial";"English";"1";"1 or 2, Simultaneous";"World Class Rugby";"Audiogenic";"w\world-class-rugby";"OCS,ECS";"Sports - Rugby";"world class rugby worldclassrugby 2686 audiogenic worldclassrugby english";"A-Games"
"NoError, ClearMem";"1253841";"W\WorldClassRugby5Nations\WorldClassRugby5Nations.Slave";"World Class Rugby - 5 Nations Edition (c) 1992";"0";"WorldClassRugby5Nations";"World Class Rugby 5 Nations Edition";"1992 Audiogenic";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WorldClassRugby5Nations";"OCS/ECS";"";"";"";"";"";"world class rugby 5 nations edition";"Best";"2,384986";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=2685";"2685";"Commercial";"English";"1";"1 or 2, Simultaneous";"World Class Rugby: Five Nations Edition";"Audiogenic";"w\world-class-rugby-five-nations-edition";"OCS,ECS";"Sports - Rugby";"world class rugby five nations edition worldclassrugbyfivenationsedition 2685 audiogenic worldclassrugbyfivenationsedition english";"A-Games"
"NoError";"1367382";"W\WorldClassRugby95\WorldClassRugby95.Slave";"World Class Rugby '95 (c) 1995 Audiogenic.";"0";"WorldClassRugby95";"World Class Rugby ";"1995 Audiogenic";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WorldClassRugby95";"OCS/ECS";"";"";"";"";"";"world class rugby 95";"Exact";"100";"Lemon Amiga";"1995";"http://www.lemonamiga.com/games/details.php?id=2684";"2684";"Commercial";"English";"1";"1 or 2, Simultaneous";"World Class Rugby '95";"Audiogenic";"w\world-class-rugby-95";"OCS,ECS";"Sports - Rugby";"world class rugby 95 worldclassrugby95 2684 audiogenic worldclassrugby95 english";"A-Games"
"NoError";"675062";"W\WorldClassSoccer\WorldClassSoccer.slave";"World Class Soccer by US Gold (c) 1991 - 1 disk.";"0";"WorldClassSoccer";"World Class Soccer";"1991 US Gold";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WorldClassSoccer";"OCS/ECS";"";"";"";"";"";"italy 90 soccer";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=2839";"2839";"Commercial";"English";"1";"1 or 2, Simultaneous";"Italy '90 Soccer";"Simulmondo";"i\italy-90-soccer";"OCS";"Sports - Football/Soccer";"italy 90 soccer italy90soccer 2839 simulmondo italy90soccer english";"A-Games"
"NoError, EmulTrap";"771234";"W\WorldCricket\WorldCricket.Slave";"World Cricket (c) 1991 Zeppelin.";"0";"WorldCricket";"World Cricket";"1991 Zeppelin";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WorldCricket";"OCS/ECS";"";"";"";"";"";"world cricket";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=2687";"2687";"Commercial";"English";"1";"1 Only";"World Cricket";"Zeppelin Games";"w\world-cricket";"OCS,ECS";"Sports - Cricket";"world cricket worldcricket 2687 zeppelin games worldcricket english";"A-Games"
"NoError, EmulPriv, Examine";"916534";"W\WorldCup90\WorldCup90.Slave";"World Cup 90 ? 1990 Genias.";"0";"WorldCup90";"World Cup 90";"1990 Genias.";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WorldCup90";"OCS/ECS";"";"";"";"";"";"world cup 90";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=2688";"2688";"Commercial";"English";"1";"1 or 2, Simultaneous";"World Cup 90";"Genias";"w\world-cup-90";"OCS";"Sports - Football/Soccer";"world cup 90 worldcup90 2688 genias worldcup90 english";"A-Games"
"NoError, EmulPriv, Examine";"792092";"W\WorldDarts\WorldDarts.Slave";"World Darts ? 1988 Mastertronic/Arcadia";"0";"WorldDarts";"World Darts";"1988 Arcadia/Mastertronic";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WorldDarts";"OCS/ECS";"";"";"";"";"";"world darts";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=2696";"2696";"Commercial";"English";"1";"1 or 2";"World Darts";"Mastertronic";"w\world-darts";"OCS";"Sports - Darts";"world darts worlddarts 2696 mastertronic worlddarts english";"A-Games"
"NoError, EmulTrap, EmulPriv";"929460";"W\WorldDartsArcadia\WorldDartsArcadia.Slave";"Arcadia Systems version of World Darts game";"0";"WorldDartsArcadia";"World Darts (Arcadia)";"1987 Zippo Games";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\games_whdload\combined";"WorldDartsArcadia";"OCS/ECS";"";"";"";"";"";"world darts arcadia";"Best";"1,045515";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=2696";"2696";"Commercial";"English";"1";"1 or 2";"World Darts";"Mastertronic";"w\world-darts";"OCS";"Sports - Darts";"world darts worlddarts 2696 mastertronic worlddarts english";"A-Games"
