"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"ScreenshotMatch";"ScreenshotScore";"ScreenshotName";"ScreenshotFile";"ScreenshotDirectoryName"
"Disk, NoError, EmulTrap";"Audio X ? 19?? Crusaders.";"";"whdload";"0";"";"AudioX";"920604";"A\AudioX\AudioX.slave";"";"A\AudioX";"524288";"AudioX";"OCS/ECS";"";"";"";"";"";"audio x the crusaders";"Exact";"100";"audio-x-the-crusaders";"C:\Work\First Realize\amiga-demo-database\jasdd\a\audio-x-the-crusaders\screen_001.PNG";"audio-x-the-crusaders"
"NoError, NoDivZero, Req68020, ReqAGA, ClearMem";"Authentik ? 1995 Skarla";"1995 Skarla";"whdload";"0";"Authentik";"AuthentikAGA";"1608946";"A\AuthentikAGA\AuthentikAGA.Slave";"2621440";"A\AuthentikAGA";"983040";"Authentik";"AGA";"";"";"";"";"";"authentik aga skarla";"Best";"3.961073";"authentik-skarla";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\a\authentik-skarla\screen.gif";"authentik-skarla"
"NoError, EmulTrap, ClearMem";"Autumn Nights ? 1992 Palace.";"1992 Palace";"whdload";"0";"Autumn Nights";"AutumnNights";"925721";"A\AutumnNights\AutumnNights.slave";"0";"A\AutumnNights";"524288";"AutumnNights";"OCS/ECS";"";"";"";"";"";"autumn nights palace";"Exact";"100";"autumn-nights-palace";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\a\autumn-nights-palace\screen.jpg";"autumn-nights-palace"
"NoError, EmulTrap, ClearMem";"Back 2 Base ? 1989 Crusaders.";"1989 Crusaders";"whdload";"0";"Back 2 Base";"Back2Base";"547099";"B\Back2Base\Back2Base.Slave";"0";"B\Back2Base";"524288";"Back2Base";"OCS/ECS";"";"";"";"";"";"back 2 base crusaders";"Exact";"100";"back-2-base-crusaders";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\b\back-2-base-crusaders\screen.png";"back-2-base-crusaders"
"Disk, NoError, EmulTrap";"Bacteria ? 19?? Crusaders.";"";"whdload";"0";"";"Bacteria";"922371";"B\Bacteria\Bacteria.slave";"";"B\Bacteria";"524288";"Bacteria";"OCS/ECS";"";"";"";"";"";"bacteria the crusaders";"Exact";"100";"bacteria-the-crusaders";"C:\Work\First Realize\amiga-demo-database\jasdd\b\bacteria-the-crusaders\screen_001.PNG";"bacteria-the-crusaders"
"NoError, EmulTrap, ClearMem";"Bandit's Radio 1993 Mad Elks.";"1993 Mad Elks";"whdload";"0";"Bandit";"BanditsRadio";"918791";"B\BanditsRadio\BanditsRadio.Slave";"524288";"B\BanditsRadio";"524288";"BanditsRadio";"OCS/ECS";"";"";"";"";"";"bandits radio bandit mad elks";"Best";"4.894357";"bandits-radio-mad-elks";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\b\bandits-radio-mad-elks\screen.png";"bandits-radio-mad-elks"
"NoError, ClearMem";"Banging Raves ? 1991 Intuition.";"1991 Intuition";"whdload";"0";"Banging Raves";"BangingRaves";"407706";"B\BangingRaves\BangingRaves.Slave";"0";"B\BangingRaves";"524288";"BangingRaves";"OCS/ECS";"";"";"";"";"";"banging raves intuition";"Exact";"100";"banging-raves-intuition";"C:\Work\First Realize\amiga-demo-database\jasdd\b\banging-raves-intuition\screen_001.png";"banging-raves-intuition"
"NoError, ClearMem";"Banging Raves 2 ? 1991 Intuition.";"1991 Intuition";"whdload";"0";"Banging Raves 2";"BangingRaves2";"477375";"B\BangingRaves2\BangingRaves2.Slave";"0";"B\BangingRaves2";"524288";"BangingRaves2";"OCS/ECS";"";"";"";"";"";"banging raves 2 intuition";"Exact";"100";"banging-raves-2-intuition";"C:\Work\First Realize\amiga-demo-database\jasdd\b\banging-raves-2-intuition\screen_001.png";"banging-raves-2-intuition"
"NoError, EmulTrap, ClearMem";"Bard In A Box ? 1991 Academy.";"1991 Academy";"whdload";"0";"Bard in a Box";"BardInABox";"921289";"B\BardInABox\BardInABox.slave";"0";"B\BardInABox";"524288";"BardInABox";"OCS/ECS";"";"";"";"";"";"bard in abox box academy";"Best";"3.561735";"bard-in-a-box-academy";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\b\bard-in-a-box-academy\screen.gif";"bard-in-a-box-academy"
"NoError, EmulTrap, ClearMem";"Basso Continuo ? 1992 Fury.";"1992 Fury";"whdload";"0";"Basso Continuo";"BassoContinuo";"796257";"B\BassoContinuo\BassoContinuo.Slave";"0";"B\BassoContinuo";"524288";"BassoContinuo";"OCS/ECS";"";"";"";"";"";"basso continuo fury";"Exact";"100";"basso-continuo-fury";"C:\Work\First Realize\amiga-demo-database\jasdd\b\basso-continuo-fury\screen_001.png";"basso-continuo-fury"
"NoError, EmulTrap, ClearMem";"Bass-O-Matic ? 1991 Crusaders.";"1991 Crusaders";"whdload";"0";"Bass-O-Matic";"BassOMatic";"1821989";"B\BassOMatic\BassOMatic.Slave";"524288";"B\BassOMatic";"524288";"BassOMatic";"OCS/ECS";"";"";"";"";"";"bass omatic matic crusaders";"Best";"3.144443";"bass-o-matic-crusaders";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\b\bass-o-matic-crusaders\screen.gif";"bass-o-matic-crusaders"
"NoError, EmulTrap";"Batman Vuelve (c) 1995 Batman Group - 2 disks.";"1995 Batman Group";"whdload";"0";"Batman Vuelve";"BatmanVuelve";"1826019";"B\BatmanVuelve\BatmanVuelve.Slave";"4096";"B\BatmanVuelve";"1048576";"BatmanVuelve";"OCS/ECS";"";"";"";"";"";"batman vuelve group";"Best";"5.553768";"batman-vuelve-batman-group";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\b\batman-vuelve-batman-group\screen.jpg";"batman-vuelve-batman-group"
"NoError";"Baygon ? 1993 Melon.";"1993 Melon Dezign";"whdload";"0";"Baygon";"BaygonAGA";"921600";"B\BaygonAGA\BaygonAGA.Slave";"0";"B\BaygonAGA";"1802240";"Baygon";"AGA";"";"";"";"";"";"baygon aga melon dezign";"Best";"3.931634";"baygon-melon-dezign";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\b\baygon-melon-dezign\screen.gif";"baygon-melon-dezign"
"NoError, EmulTrap, ClearMem";"BBS Intro ? 1992 Technology.";"1992 Taurus";"whdload";"0";"BBS Intro";"BBSIntro";"108246";"B\BBSIntro\BBSIntro.Slave";"0";"B\BBSIntro";"524288";"BBS";"OCS/ECS";"";"";"";"Intro";"";"bbsintro bbs intro taurus";"Best";"2.189763";"bbs-intro-taurus";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\b\bbs-intro-taurus\screen.png";"bbs-intro-taurus"
"NoError, ClearMem";"Beach Volley demo ? 1990 Paradox";"1990 Paradox";"whdload";"0";"Beach Volley demo";"BeachVolleyDemo";"161643";"B\BeachVolleyDemo\BeachVolleyDemo.Slave";"4096";"B\BeachVolleyDemo";"524288";"BeachVolley";"OCS/ECS";"";"";"Demo";"";"";"beach volley demo paradox";"Best";"3.911967";"beach-volley-paradox";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\b\beach-volley-paradox\screen.gif";"beach-volley-paradox"
"NoError, EmulPriv";"Beast Sonix, ?1989 Scoopex";"1989 Scoopex";"whdload";"0";"-* B E A S T   S O N I X *-";"BeastSonix";"910986";"B\BeastSonix\BeastSonix.Slave";"262144";"B\BeastSonix";"524288";"BeastSonix";"OCS/ECS";"";"";"";"";"";"beast sonix 1 scoopex";"Best";"4.552507";"beast-sonix-scoopex";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\b\beast-sonix-scoopex\screen.jpg";"beast-sonix-scoopex"
"NoError, EmulTrap, ClearMem";"Beat Box ? 1989 The Warfalcons.";"1989 The Warfalcons";"whdload";"0";"Beat Box";"BeatBox";"852880";"B\BeatBox\BeatBox.Slave";"0";"B\BeatBox";"524288";"BeatBox";"OCS/ECS";"";"";"";"";"";"beat box warfalcons";"Exact";"100";"beat-box-warfalcons";"C:\Work\First Realize\amiga-demo-database\jasdd\b\beat-box-warfalcons\screen_001.png";"beat-box-warfalcons"
"NoError, EmulTrap, ClearMem";"Beatvise ? 1989 Ivory.";"1989 Ivory";"whdload";"0";"Beatvise";"Beatvise";"921096";"B\Beatvise\Beatvise.Slave";"0";"B\Beatvise";"524288";"Beatvise";"OCS/ECS";"";"";"";"";"";"beatvise ivory";"Exact";"100";"beatvise-ivory";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\b\beatvise-ivory\screen.gif";"beatvise-ivory"
"NoError, EmulTrap, ClearMem";"The Beginning ? 1990 Byterapers.";"1990 Byterapers";"whdload";"0";"The Beginning";"Beginning";"167713";"B\Beginning\Beginning.Slave";"0";"B\Beginning";"524288";"Beginning";"OCS/ECS";"";"";"";"";"";"beginning the byterapers";"Best";"4.329586";"the-beginning-byterapers";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\t\the-beginning-byterapers\screen.gif";"the-beginning-byterapers"
"NoError, EmulTrap, ClearMem";"Bernhard Sumner Music Disk 1 ? 1991 Relay.";"1991 Relay";"whdload";"0";"Bernhard Sumner Music Disk 1";"BernhardSumnerMusicDisk1";"925052";"B\BernhardSumnerMusicDisk1\BernhardSumnerMD1.Slave";"524288";"B\BernhardSumnerMusicDisk1";"524288";"BernhardSumnerMusicDisk1";"OCS/ECS";"";"";"";"";"";"bernhard sumner music disk 1 relay";"Best";"4.178391";"bernard-sumner-music-disk-1-relay";"C:\Work\First Realize\amiga-demo-database\jasdd\b\bernard-sumner-music-disk-1-relay\screen_001.PNG";"bernard-sumner-music-disk-1-relay"
"NoError, EmulTrap";"The Best of Grubi ? 1991 Brainstorm.";"1991 Brainstorm";"whdload";"0";"The Best of Grubi";"BestOfGrubi";"923901";"B\BestOfGrubi\BestOfGrubi.Slave";"0";"B\BestOfGrubi";"524288";"BestOfGrubi";"OCS/ECS";"";"";"";"";"";"best of grubi the brainstorm";"Best";"4.679538";"sounddisk-2-the-best-of-grubi-brainstorm";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\s\sounddisk-2-the-best-of-grubi-brainstorm\screen.png";"sounddisk-2-the-best-of-grubi-brainstorm"
"NoError, EmulTrap, ClearMem";"The Best of Pearl ? 1991 Byte Busters.";"1991 Byte Busters";"whdload";"0";"The Best of Pearl";"BestOfPearl";"920460";"B\BestOfPearl\BestOfPearl.Slave";"0";"B\BestOfPearl";"524288";"BestOfPearl";"OCS/ECS";"";"";"";"";"";"best of pearl the byte busters";"Best";"5.95068";"the-best-of-pearl-byte-busters";"C:\Work\First Realize\amiga-demo-database\jasdd\t\the-best-of-pearl-byte-busters\screen_001.png";"the-best-of-pearl-byte-busters"
"NoError, EmulTrap, ClearMem";"Best of RAF Vol.1 1990 Katharsis.";"1990 Katharsis";"whdload";"0";"Best of RAF Vol.1";"BestOfRAFVol1";"966794";"B\BestOfRAFVol1\BestOfRAFVol1.Slave";"0";"B\BestOfRAFVol1";"524288";"BestOfRAFVol1";"OCS/ECS";"";"";"";"";"";"best of rafvol 1 raf vol katharsis";"Best";"5.056272";"best-of-raf-vol-1-katharsis";"C:\Work\First Realize\amiga-demo-database\jasdd\b\best-of-raf-vol-1-katharsis\screen_001.png";"best-of-raf-vol-1-katharsis"
"NoError, EmulTrap, ClearMem";"Beyond Justice ? 1991 Dexion.";"1991 Dexion";"whdload";"0";"Beyond Justice";"BeyondJustice";"455565";"B\BeyondJustice\BeyondJustice.Slave";"0";"B\BeyondJustice";"524288";"BeyondJustice";"OCS/ECS";"";"";"";"";"";"beyond justice dexion";"Exact";"100";"beyond-justice-dexion";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\b\beyond-justice-dexion\screen.gif";"beyond-justice-dexion"
"NoError, EmulTrap, ReqAGA";"Beyond The Future ? 1994 Union.";"1994 Union";"whdload";"0";"Beyond The Future";"BeyondTheFutureAGA";"1867725";"B\BeyondTheFutureAGA\BeyondTheFutureAGA.Slave";"1966080";"B\BeyondTheFutureAGA";"524288";"BeyondTheFuture";"AGA";"";"";"";"";"";"beyond the future aga union";"Best";"3.327803";"beyond-the-future-union";"C:\Work\First Realize\amiga-demo-database\jasdd\b\beyond-the-future-union\screen_001.png";"beyond-the-future-union"
"NoError, EmulTrap, ClearMem";"Big Business ? 1991 Defjam.";"1991 The Silents";"whdload";"0";"Big Business";"BigBusiness";"427646";"B\BigBusiness\BigBusiness.Slave";"0";"B\BigBusiness";"524288";"BigBusiness";"OCS/ECS";"";"";"";"";"";"big business defjam";"Exact";"100";"big-business-defjam";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\b\big-business-defjam\screen.jpg";"big-business-defjam"
"NoError, ClearMem";"B.I.G. Demo ? 1988 The Exceptions/Mr.Styckx";"1988 The Exceptions";"whdload";"0";"The B.I.G. Demo";"BIGDemo";"607468";"B\BIGDemo\BIGDemo.Slave";"4096";"B\BIGDemo";"618496";"BIG";"OCS/ECS";"";"";"Demo";"";"";"the big demo mr styckx";"Exact";"100";"the-big-demo-mr-styckx";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\t\the-big-demo-mr-styckx\screen.png";"the-big-demo-mr-styckx"
"Disk, NoError, Req68020, ReqAGA";"Big Time Sensuality ? 1994 Axis.";"1994 Axis";"whdload";"0";"Big Time Sensuality";"BigTimeSensualityAGA";"1814084";"B\BigTimeSensualityAGA\BigTimeSensualityAGA.slave";"0";"B\BigTimeSensualityAGA";"2019328";"BigTimeSensuality";"AGA";"";"";"";"";"";"big time sensuality aga axis";"Best";"4.797076";"big-time-sensuality-axis";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\b\big-time-sensuality-axis\screen.jpg";"big-time-sensuality-axis"
"NoError, EmulTrap, ClearMem";"Black Energy ? 1992 Hardline.";"1992 Hardline";"whdload";"0";"Black Energy";"BlackEnergy";"920585";"B\BlackEnergy\BlackEnergy.Slave";"0";"B\BlackEnergy";"524288";"BlackEnergy";"OCS/ECS";"";"";"";"";"";"black energy hardline";"Exact";"100";"black-energy-hardline";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\b\black-energy-hardline\screen.png";"black-energy-hardline"
"Disk, NoError, EmulTrap";"Black and White ? 1991 Pentagon/Drifters - 1 disk";"1991 Pentagon/Drifters";"whdload";"0";"Black & White";"BlackNWhite";"914885";"B\BlackNWhite\BlackNWhite.Slave";"4096";"B\BlackNWhite";"524288";"BlackNWhite";"OCS/ECS";"";"";"";"";"";"black nwhite white pentagon drifters";"Best";"2.065022";"blackn-white-slide-drifters-pentagon-amiga";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\b\blackn-white-slide-drifters-pentagon-amiga\screen.jpg";"blackn-white-slide-drifters-pentagon-amiga"
"NoError, EmulTrap, ClearMem";"Blasting ? 1989 Gate.";"1989 Gate";"whdload";"0";"Blasting";"Blasting";"249242";"B\Blasting\Blasting.Slave";"0";"B\Blasting";"524288";"Blasting";"OCS/ECS";"";"";"";"";"";"blasting gate";"Exact";"100";"blasting-gate";"C:\Work\First Realize\amiga-demo-database\jasdd\b\blasting-gate\screen_001.png";"blasting-gate"
"NoError, EmulTrap, ClearMem";"Blue House 2 ? 1991 Rebels.";"1991 Rebels";"whdload";"0";"Blue House 2";"BlueHouse2";"253723";"B\BlueHouse2\BlueHouse2.slave";"0";"B\BlueHouse2";"524288";"BlueHouse2";"OCS/ECS";"";"";"";"";"";"blue house 2 rebels";"Exact";"100";"blue-house-2-rebels";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\b\blue-house-2-rebels\screen.png";"blue-house-2-rebels"
"NoError, EmulTrap, ClearMem";"Blues House ? 1991 The Silents.";"1991 The Silents";"whdload";"0";"Blues House";"BluesHouse";"1823511";"B\BluesHouse\BluesHouse.Slave";"0";"B\BluesHouse";"524288";"BluesHouse";"OCS/ECS";"";"";"";"";"";"blues house the silents";"Exact";"100";"blues-house-the-silents";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\b\blues-house-the-silents\screen.gif";"blues-house-the-silents"
"NoError, EmulTrap, ClearMem";"Bomb the Bass - Tuneshow 2 ? 1989 Trash & The Top Boys.";"1989 Trash & The Top Boys";"whdload";"0";"Bomb the Bass - Tuneshow 2";"BombTheBaseTuneshow2";"906358";"B\BombTheBaseTuneshow2\BombTheBaseTuneshow2.Slave";"0";"B\BombTheBaseTuneshow2";"524288";"BombTheBaseTuneshow2";"OCS/ECS";"";"";"";"";"";"bomb the base tuneshow 2 bass trash top boys";"Best";"3.701924";"bomb-the-bass-tuneshow-2-the-top-boys";"C:\Work\First Realize\amiga-demo-database\jasdd\b\bomb-the-bass-tuneshow-2-the-top-boys\screen_001.png";"bomb-the-bass-tuneshow-2-the-top-boys"
"NoError";"Book of Songs ? 1992 Complex.";"1992 Complex";"whdload";"0";"Book of Songs";"BookOfSongs";"1679074";"B\BookOfSongs\BookOfSongs.Slave";"524288";"B\BookOfSongs";"524288";"BookOfSongs";"OCS/ECS";"";"";"";"";"";"book of songs complex";"Exact";"100";"book-of-songs-complex";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\b\book-of-songs-complex\screen.jpg";"book-of-songs-complex"
"NoError, EmulTrap, ClearMem";"Our Definition of a Boombastic Demo Style ? 1991 Rebels.";"1991 Rebels";"whdload";"0";"Our Definition of a Boombastic Demo Style";"Boombastic";"346190";"B\Boombastic\Boombastic.slave";"0";"B\Boombastic";"524288";"Boombastic";"OCS/ECS";"";"";"";"";"";"boombastic our definition of demo style rebels";"Best";"6.02937";"our-definition-of-a-boombastic-demo-style-rebels";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\o\our-definition-of-a-boombastic-demo-style-rebels\screen.gif";"our-definition-of-a-boombastic-demo-style-rebels"
"Disk, NoError, EmulTrap";"Boris Vallejo ? 1996 Apocalypse Bay - 1 disk";"1996 Apocalypse Bay";"whdload";"0";"Boris Vallejo slide";"BorisVallejoSlide";"918460";"B\BorisVallejoSlide\BorisVallejoSlide.Slave";"434176";"B\BorisVallejoSlide";"524288";"BorisVallejoSlide";"OCS/ECS";"";"";"";"";"";"boris vallejo apocalypse bay";"Exact";"100";"boris-vallejo-slide";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Demos Custom\boris-vallejo-slide\screen_001.png";"boris-vallejo-slide"
"NoError, EmulTrap, ClearMem";"Boulder Demo ? 1988 Tristar.";"1988 Tristar";"whdload";"0";"Boulder Demo";"BoulderDemo";"338243";"B\BoulderDemo\BoulderDemo.Slave";"0";"B\BoulderDemo";"524288";"Boulder";"OCS/ECS";"";"";"Demo";"";"";"boulder demo tristar";"Exact";"100";"boulder-demo-tristar";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\b\boulder-demo-tristar\screen.gif";"boulder-demo-tristar"
"NoError, EmulTrap, ClearMem";"Boundless Void ? 1993 Nemol.";"1993 Nemol";"whdload";"0";"Boundless Void";"BoundlessVoid";"919117";"B\BoundlessVoid\BoundlessVoid.slave";"491520";"B\BoundlessVoid";"524288";"BoundlessVoid";"OCS/ECS";"";"";"";"";"";"boundless void nemol";"Exact";"100";"boundless-void-nemol";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\b\boundless-void-nemol\screen.gif";"boundless-void-nemol"
"NoError, EmulTrap, ClearMem";"The Breath of the Muse ? 1994 Chryseis & Poseidon.";"1994 Chryseis & Poseidon";"whdload";"0";"The Breath of the Muse";"BreathOfTheMuseAGA";"902319";"B\BreathOfTheMuseAGA\BreathOfTheMuseAGA.Slave";"524288";"B\BreathOfTheMuseAGA";"2097152";"BreathOfTheMuse";"AGA";"";"";"";"";"";"breath of the muse aga chryseis poseidon";"Best";"6.042272";"the-breath-of-the-muse-chryseis-poseidon";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\t\the-breath-of-the-muse-chryseis-poseidon\screen.jpg";"the-breath-of-the-muse-chryseis-poseidon"
"NoError, Req68020, ReqAGA, ClearMem";"Breathtaker ? 1994 Virtual Dreams";"1994 Virtual Dreams";"whdload";"0";"Breathtaker";"BreathtakerAGA";"3849190";"B\BreathtakerAGA\BreathtakerAGA.Slave";"3280896";"B\BreathtakerAGA";"536576";"Breathtaker";"AGA";"";"";"";"";"";"breathtaker aga virtual dreams";"Best";"3.827644";"breathtaker-virtual-dreams-fairlight";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\b\breathtaker-virtual-dreams-fairlight\screen.jpg";"breathtaker-virtual-dreams-fairlight"
"NoError, EmulTrap, ClearMem";"Music Disk 1 (Breed CD1) ? 1990 Nightbreed.";"1990 Nightbreed";"whdload";"0";"Breed CD 1 (Music Disk 1)";"BreedCD1";"805258";"B\BreedCD1\BreedCD1.Slave";"0";"B\BreedCD1";"524288";"BreedCD1";"OCS/ECS";"";"";"";"";"";"breed cd 1 music disk nightbreed";"Best";"3.458198";"breed-cd1-musicdisk-10-nightbreed";"C:\Work\First Realize\amiga-demo-database\jasdd\b\breed-cd1-musicdisk-10-nightbreed\screen_001.png";"breed-cd1-musicdisk-10-nightbreed"
"NoError";"Bruno's MusicBox 2 ? 1990 Gate.";"1990 Gate";"whdload";"0";"Bruno";"BrunosMusicBox2";"917598";"B\BrunosMusicBox2\BrunosMusicBox2.Slave";"0";"B\BrunosMusicBox2";"524288";"BrunosMusicBox2";"OCS/ECS";"";"";"";"";"";"brunos music box 2 bruno gate";"Best";"1.860777";"brunos-musicbox-ii-gate";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\b\brunos-musicbox-ii-gate\screen.gif";"brunos-musicbox-ii-gate"
"NoError";"Bruno's MusicBox 3 ? 1991 Anarchy.";"1991 Anarchy";"whdload";"0";"Bruno";"BrunosMusicBox3";"1816460";"B\BrunosMusicBox3\BrunosMusicBox3.Slave";"0";"B\BrunosMusicBox3";"524288";"BrunosMusicBox3";"OCS/ECS";"";"";"";"";"";"brunos music box 3 bruno anarchy";"Best";"3.730275";"brunos-music-box-3-anarchy";"C:\Work\First Realize\amiga-demo-database\jasdd\b\brunos-music-box-3-anarchy\screen_001.PNG";"brunos-music-box-3-anarchy"
"NoError, EmulTrap, ClearMem";"Bubonic Plague ? 1989 Bloodsuckers.";"1989 Bloodsuckers";"whdload";"0";"Bubonic Plague";"BubonicPlague";"98088";"B\BubonicPlague\BubonicPlague.Slave";"0";"B\BubonicPlague";"524288";"BubonicPlague";"OCS/ECS";"";"";"";"";"";"bubonic plague bloodsuckers";"Exact";"100";"bubonic-plague-bloodsuckers";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\b\bubonic-plague-bloodsuckers\screen.gif";"bubonic-plague-bloodsuckers"
"NoError, EmulTrap, ClearMem";"Burning Spear ? 1992 The Dark Demon.";"1992 The Dark Demon";"whdload";"0";"Burning Spear";"BurningSpear";"921680";"B\BurningSpear\BurningSpear.Slave";"0";"B\BurningSpear";"524288";"BurningSpear";"OCS/ECS";"";"";"";"";"";"burning spear the dark demon";"Exact";"100";"burning-spear-the-dark-demon";"C:\Work\First Realize\amiga-demo-database\jasdd\b\burning-spear-the-dark-demon\screen_001.png";"burning-spear-the-dark-demon"
