Year;Url;Path;License;Disks;Players;Name;Publisher;Language;Hardware;Genre;_Query
1991;http://www.lemonamiga.com/games/details.php?id=310;d\death-knights-of-krynn;Commercial;2;1 Only;Death Knights of Krynn;Strategic Simulations, Inc.;English;OCS,ECS;Adventure - RPG 3D;Death Knights of Krynn Strategic Simulations, Inc.
1994;http://www.lemonamiga.com/games/details.php?id=602;d\death-mask-cd32;Commercial;;1 or 2, Simultaneous;Death Mask;Alternative Software;English;CD32;;Death Mask Alternative Software
1995;http://www.lemonamiga.com/games/details.php?id=311;d\death-mask-aga;Commercial;2;1 or 2, Simultaneous;Death Mask;Alternative Software;English;ECS,AGA;;Death Mask Alternative Software
1994;http://www.lemonamiga.com/games/details.php?id=3532;d\death-or-glory-the-battle-of-morgan;Commercial;8;1 Only;Death or Glory: The Battle of Morgan;Software 2000;German;OCS,ECS;Adventure - RPG 2D;Death or Glory: The Battle of Morgan Software 2000
1987;http://www.lemonamiga.com/games/details.php?id=1941;d\death-sword;Commercial;1;1 or 2, Simultaneous;Death Sword;Epyx;English;OCS;Sports - Fighting;Death Sword Epyx
1990;http://www.lemonamiga.com/games/details.php?id=1942;d\death-trap;Commercial;1;;Death Trap;Anco;English;OCS,ECS;Platformer - Scrolling Screen;Death Trap Anco
1990;http://www.lemonamiga.com/games/details.php?id=1943;d\deathbots;Commercial;2;1 Only;Deathbots;Anco;English;OCS,ECS;Miscellaneous - (unknown);Deathbots Anco
1991;http://www.lemonamiga.com/games/details.php?id=312;d\deathbringer;Commercial;2;1 Only;Deathbringer;Empire Software;English;OCS,ECS;;Deathbringer Empire Software
1990;http://www.lemonamiga.com/games/details.php?id=2345;d\debut-planet-simulation;Commercial;2;1 Only;D?but: Planet Simulation;Pandora Software;English;OCS;Simulation - Miscellaneous;D?but: Planet Simulation Pandora Software
1986;http://www.lemonamiga.com/games/details.php?id=3493;d\decimal-dungeon;Commercial;1;1 or 2;Decimal Dungeon;Unicorn Software;English;OCS;Educational - Math;Decimal Dungeon Unicorn Software
1987;http://www.lemonamiga.com/games/details.php?id=2578;d\declic-le;Commercial;3;1 Only;Declic, Le;(unknown);Italian;OCS;Adventure - Point and Click;Declic, Le (unknown)
1989;http://www.lemonamiga.com/games/details.php?id=3126;d\decton;Coverdisk;1;1 Only;Decton;Amiga Fun;English;OCS;Arcade - Miscellaneous;Decton Amiga Fun
1993;http://www.lemonamiga.com/games/details.php?id=2623;d\deep-core;Commercial;3;1 Only;Deep Core;ICE;English;OCS,ECS;;Deep Core ICE
1993;http://www.lemonamiga.com/games/details.php?id=726;d\deep-core-cd32;Commercial;;1 Only;Deep Core;ICE;English;CD32;;Deep Core ICE
1986;http://www.lemonamiga.com/games/details.php?id=2361;d\deep-space;Commercial;1;1 Only;Deep Space;Psygnosis;English;OCS;;Deep Space Psygnosis
1988;http://www.lemonamiga.com/games/details.php?id=1296;d\deep-the;Commercial;1;1 or 2, Simultaneous;Deep, The;US Gold;English;OCS;;Deep, The US Gold
1988;http://www.lemonamiga.com/games/details.php?id=2362;d\def-con-5;Commercial;1;1 Only;Def Con 5;Cosmi;English;OCS;Strategy - War;Def Con 5 Cosmi
1994;http://www.lemonamiga.com/games/details.php?id=2501;d\defender;Shareware;1;1 or 2;Defender;(unknown);English;OCS,ECS;;Defender (unknown)
1990;http://www.lemonamiga.com/games/details.php?id=2363;d\defender-ii;Commercial;1;1 or 2;Defender II;Arc Developments;English;OCS;;Defender II Arc Developments
1987;http://www.lemonamiga.com/games/details.php?id=313;d\defender-of-the-crown;Commercial;2;1 Only;Defender of the Crown;Cinemaware;English;OCS;Strategy - War;Defender of the Crown Cinemaware
1990;http://www.lemonamiga.com/games/details.php?id=1297;d\defenders-of-the-earth;Commercial;1;1 Only;Defenders of the Earth;Hi-Tec Software;English;OCS,ECS;;Defenders of the Earth Hi-Tec Software
1988;http://www.lemonamiga.com/games/details.php?id=1261;d\deflektor;Commercial;1;1 Only;Deflektor;Gremlin Graphics;English;OCS;Arcade - Miscellaneous;Deflektor Gremlin Graphics
1989;http://www.lemonamiga.com/games/details.php?id=314;d\deja-vu-ii-lost-in-las-vegas;Commercial;1;1 Only;Deja Vu II: Lost in Las Vegas;Mindscape;English;OCS;Adventure - Point and Click;Deja Vu II: Lost in Las Vegas Mindscape
1987;http://www.lemonamiga.com/games/details.php?id=1424;d\deja-vu-a-nightmare-comes-true;Commercial;1;1 Only;Deja Vu: A Nightmare Comes True;Mindscape;English;OCS;Adventure - Point and Click;Deja Vu: A Nightmare Comes True Mindscape
1992;http://www.lemonamiga.com/games/details.php?id=315;d\deliverance;Commercial;2;1 Only;Deliverance;21st Century Entertainment;English;OCS,ECS;;Deliverance 21st Century Entertainment
1993;http://www.lemonamiga.com/games/details.php?id=1944;d\delivery-agent;Commercial;2;;Delivery Agent;OASE;German;OCS,ECS;Strategy - Company;Delivery Agent OASE
1989;http://www.lemonamiga.com/games/details.php?id=1945;d\delta-run;Commercial;1;1 or 2;Delta Run;Vesaliasoft;English;OCS;Arcade - Miscellaneous;Delta Run Vesaliasoft
1995;http://www.lemonamiga.com/games/details.php?id=1298;d\deluxe-galaga-aga;Shareware;1;1 or 2;Deluxe Galaga;(unknown);English;AGA;;Deluxe Galaga (unknown)
1995;http://www.lemonamiga.com/games/details.php?id=1299;d\deluxe-pacman-aga;Shareware;1;1 or 2;Deluxe Pacman;(unknown);English;AGA;Arcade - Pac-Man;Deluxe Pacman (unknown)
1992;http://www.lemonamiga.com/games/details.php?id=1946;d\demon-blue;Commercial;1;1 Only;Demon Blue;MicroValue;English;OCS,ECS;Platformer - Multi Screen;Demon Blue MicroValue
1989;http://www.lemonamiga.com/games/details.php?id=1947;d\demons-tomb-the-awakening;Commercial;1;1 Only;Demon's Tomb: The Awakening;Melbourne House;English;OCS;Adventure - Graphics/Text;Demon's Tomb: The Awakening Melbourne House
1989;http://www.lemonamiga.com/games/details.php?id=316;d\demons-winter;Commercial;1;1 Only;Demon's Winter;Strategic Simulations, Inc.;English;OCS;Adventure - RPG 2D;Demon's Winter Strategic Simulations, Inc.
1991;http://www.lemonamiga.com/games/details.php?id=2364;d\demoniak;Commercial;2;1 Only;Demoniak;Palace Software;English;OCS,ECS;Adventure - Graphics/Text;Demoniak Palace Software
1989;http://www.lemonamiga.com/games/details.php?id=317;d\denaris;Commercial;1;1 or 2;Denaris;Electronic Arts;English;OCS;;Denaris Electronic Arts
1994;http://www.lemonamiga.com/games/details.php?id=360;d\dennis-aga;Commercial;2;1 Only;Dennis;Ocean;English;AGA;Platformer - Scrolling Screen;Dennis Ocean
1993;http://www.lemonamiga.com/games/details.php?id=2806;d\dennis;Commercial;2;1 Only;Dennis;Ocean;English;OCS,ECS;Platformer - Scrolling Screen;Dennis Ocean
1993;http://www.lemonamiga.com/games/details.php?id=1951;d\dennis-cd32;Commercial;;1 Only;Dennis;Ocean;English;CD32;Platformer - Scrolling Screen;Dennis Ocean
1998;http://www.lemonamiga.com/games/details.php?id=3677;d\descent-aga;Commercial;1;1 to 8, Simultaneous;Descent;(unknown);English;AGA,RTG,PPC,CD-ROM;;Descent (unknown)
2001;http://www.lemonamiga.com/games/details.php?id=3681;d\descent-freespace-the-great-war;Commercial;1;1 to 12, Simultaneous;Descent: Freespace - the Great War;Haage & Partner;English,German,French;RTG,PPC,Pegasos,CD-ROM;;Descent: Freespace - the Great War Haage & Partner
2005;http://www.lemonamiga.com/games/details.php?id=2148;d\desert-racing-of-bardos-aga;Commercial;;1 or 2, Simultaneous;Desert Racing of BarDos;APC&TCP;English,German;AGA,RTG,CD-ROM;Racing - Cars;Desert Racing of BarDos APC&TCP
1993;http://www.lemonamiga.com/games/details.php?id=318;d\desert-strike-return-to-the-gulf;Commercial;3;1 Only;Desert Strike: Return to the Gulf;Electronic Arts;English;OCS,ECS;;Desert Strike: Return to the Gulf Electronic Arts
1996;http://www.lemonamiga.com/games/details.php?id=3425;d\desert-wolf;Commercial;2;1 Only;Desert Wolf;Seven Stars;Polish;OCS,ECS;Simulation - Miscellaneous;Desert Wolf Seven Stars
1989;http://www.lemonamiga.com/games/details.php?id=2770;d\designasaurus;Commercial;1;1 Only;Designasaurus;Britannica Software;English;OCS;Educational - Miscellaneous;Designasaurus Britannica Software
1987;http://www.lemonamiga.com/games/details.php?id=1980;d\destroyer;Commercial;1;1 Only;Destroyer;Epyx;English;OCS;Simulation - Marine;Destroyer Epyx
1988;http://www.lemonamiga.com/games/details.php?id=1981;d\detector;Commercial;2;;Detector;Rainbow Arts;English;OCS;;Detector Rainbow Arts
1987;http://www.lemonamiga.com/games/details.php?id=2365;d\detonator;Commercial;1;1 or 2;Detonator;Creative Vision;English;OCS;Arcade - Breakout/Pong;Detonator Creative Vision
1994;http://www.lemonamiga.com/games/details.php?id=1982;d\detroit;Commercial;2;1 to 4;Detroit;Impressions;English;OCS,ECS;Strategy - Company;Detroit Impressions
1994;http://www.lemonamiga.com/games/details.php?id=361;d\detroit-aga;Commercial;2;1 to 4;Detroit;Impressions;English;AGA;Strategy - Company;Detroit Impressions
1991;http://www.lemonamiga.com/games/details.php?id=319;d\deuteros-the-next-millennium;Commercial;2;1 Only;Deuteros: The Next Millennium;Activision;English,German,French;OCS,ECS;Strategy - Miscellaneous;Deuteros: The Next Millennium Activision
1991;http://www.lemonamiga.com/games/details.php?id=1983;d\devious-designs;Commercial;2;1 Only;Devious Designs;Image Works;English;OCS,ECS;Brain - Puzzle;Devious Designs Image Works
1987;http://www.lemonamiga.com/games/details.php?id=3061;d\diablo;Commercial;1;1 Only;Diablo;Diamond Games;English;OCS;Arcade - Miscellaneous;Diablo Diamond Games
1993;http://www.lemonamiga.com/games/details.php?id=2928;d\diabolik-01-inafferrabile-criminale;Commercial;1;1 Only;Diabolik 01: Inafferrabile Criminale;Simulmondo;Italian;OCS,ECS;Adventure - Arcade 2D;Diabolik 01: Inafferrabile Criminale Simulmondo
1993;http://www.lemonamiga.com/games/details.php?id=2927;d\diabolik-01-untouchable-criminal;Commercial;1;1 Only;Diabolik 01: Untouchable Criminal;Simulmondo;English;OCS,ECS;Adventure - Arcade 2D;Diabolik 01: Untouchable Criminal Simulmondo
1993;http://www.lemonamiga.com/games/details.php?id=2929;d\diabolik-02-la-gemma-di-salomone;Commercial;1;1 Only;Diabolik 02: La Gemma di Salomone;Simulmondo;Italian;OCS,ECS;Adventure - Arcade 2D;Diabolik 02: La Gemma di Salomone Simulmondo
1993;http://www.lemonamiga.com/games/details.php?id=2930;d\diabolik-03-la-fuga;Commercial;1;1 Only;Diabolik 03: La Fuga;Simulmondo;Italian;OCS,ECS;Adventure - Arcade 2D;Diabolik 03: La Fuga Simulmondo
1993;http://www.lemonamiga.com/games/details.php?id=2931;d\diabolik-04-trappola-dacciaio;Commercial;;1 Only;Diabolik 04: Trappola D'Acciaio;Simulmondo;Italian;OCS,ECS;Adventure - Arcade 2D;Diabolik 04: Trappola D'Acciaio Simulmondo
1993;http://www.lemonamiga.com/games/details.php?id=2932;d\diabolik-06-la-notte-della-paura;Commercial;1;1 Only;Diabolik 06: La Notte della Paura;Simulmondo;Italian;OCS,ECS;Adventure - Arcade 2D;Diabolik 06: La Notte della Paura Simulmondo
1993;http://www.lemonamiga.com/games/details.php?id=2933;d\diabolik-07-4-diamanti-unici;Commercial;1;1 Only;Diabolik 07: 4 Diamanti Unici;Simulmondo;Italian;OCS,ECS;Adventure - Arcade 2D;Diabolik 07: 4 Diamanti Unici Simulmondo
1993;http://www.lemonamiga.com/games/details.php?id=2934;d\diabolik-08-un-piano-perfetto;Commercial;1;1 Only;Diabolik 08: Un Piano Perfetto;Simulmondo;Italian;OCS,ECS;Adventure - Arcade 3D;Diabolik 08: Un Piano Perfetto Simulmondo
1993;http://www.lemonamiga.com/games/details.php?id=2935;d\diabolik-09-a-caro-prezzo;Commercial;1;1 Only;Diabolik 09: A Caro Prezzo;Simulmondo;Italian;OCS,ECS;Adventure - Arcade 2D;Diabolik 09: A Caro Prezzo Simulmondo
1993;http://www.lemonamiga.com/games/details.php?id=2937;d\diabolik-11-inganno-fatale;Commercial;;1 Only;Diabolik 11: Inganno Fatale;Simulmondo;Italian;OCS,ECS;Adventure - Arcade 2D;Diabolik 11: Inganno Fatale Simulmondo
1995;http://www.lemonamiga.com/games/details.php?id=2263;d\diamond-caves-v22-aga;Shareware;1;1 or 2, Simultaneous;Diamond Caves v2.2;(unknown);English;ECS,AGA;Arcade - Boulder Dash;Diamond Caves v2.2 (unknown)
1989;http://www.lemonamiga.com/games/details.php?id=3478;d\diamond-fever;Coverdisk;1;1 Only;Diamond Fever;Amiga Fun;English;OCS;Arcade - Breakout/Pong;Diamond Fever Amiga Fun
1999;http://www.lemonamiga.com/games/details.php?id=3127;d\diamond-fever-amiga-plus-edition;Public Domain/Freeware;1;1 Only;Diamond Fever: Amiga Plus Edition;Amiga Plus;English;OCS,ECS;Arcade - Breakout/Pong;Diamond Fever: Amiga Plus Edition Amiga Plus
1988;http://www.lemonamiga.com/games/details.php?id=2579;d\diamonds;Commercial;1;1 Only;Diamonds;Anco;English;OCS;Platformer - Scrolling Screen;Diamonds Anco
1990;http://www.lemonamiga.com/games/details.php?id=1300;d\dick-tracy;Commercial;1;1 Only;Dick Tracy;Titus Software;English,German,French,Italian,Spanish;OCS,ECS;;Dick Tracy Titus Software
1991;http://www.lemonamiga.com/games/details.php?id=3472;d\dick-tracy-the-crime-solving-adventure;Commercial;3;1 Only;Dick Tracy: The Crime Solving Adventure;Disney Software;English;OCS,ECS;Adventure - Miscellaneous;Dick Tracy: The Crime Solving Adventure Disney Software
1992;http://www.lemonamiga.com/games/details.php?id=1391;d\die-hard-2-die-harder;Commercial;1;1 Only;Die Hard 2: Die Harder;Grandslam;English;OCS,ECS;;Die Hard 2: Die Harder Grandslam
1992;http://www.lemonamiga.com/games/details.php?id=2741;d\diego;Commercial;;1 Only;Diego;Sayonara Software;German;OCS,ECS;Sports - Football/Soccer;Diego Sayonara Software
1993;http://www.lemonamiga.com/games/details.php?id=1984;d\diggers-aga;Commercial;4;1 Only;Diggers;Millennium;English,German,French,Italian;AGA;Arcade - Miscellaneous;Diggers Millennium
1993;http://www.lemonamiga.com/games/details.php?id=1367;d\diggers-cd32;Commercial;;1 Only;Diggers;Millennium;English;CD32;Arcade - Miscellaneous;Diggers Millennium
1993;http://www.lemonamiga.com/games/details.php?id=1986;d\dimos-quest;Commercial;1;1 Only;Dimo's Quest;Boeder Software;English;OCS,ECS;Arcade - Labyrinth/Maze;Dimo's Quest Boeder Software
1991;http://www.lemonamiga.com/games/details.php?id=2841;d\dingsda;Commercial;1;1 to 4;Dingsda;PCSL Software;German;OCS,ECS;Educational - Quiz;Dingsda PCSL Software
1991;http://www.lemonamiga.com/games/details.php?id=320;d\dino-wars;Commercial;2;1 or 2;Dino Wars;DigiTek Software;English;OCS,ECS;Board - Miscellaneous;Dino Wars DigiTek Software
1993;http://www.lemonamiga.com/games/details.php?id=1988;d\dinosaur-detective-agency;Commercial;1;1 Only;Dinosaur Detective Agency;Alternative Software;English;OCS,ECS;Platformer - Scrolling Screen;Dinosaur Detective Agency Alternative Software
1989;http://www.lemonamiga.com/games/details.php?id=3494;d\dinosaurs-are-forever-electric-crayon-deluxe;Commercial;2;1 Only;Dinosaurs are Forever: Electric Crayon Deluxe;Polarware;English;OCS;Educational - Children;Dinosaurs are Forever: Electric Crayon Deluxe Polarware
1990;http://www.lemonamiga.com/games/details.php?id=2055;d\diosa-de-cozumel-la;Commercial;1;1 Only;Diosa de Cozumel, La;Aventuras AD;Spanish;OCS;Adventure - Graphics/Text;Diosa de Cozumel, La Aventuras AD
1990;http://www.lemonamiga.com/games/details.php?id=1586;d\dirty-moves;Public Domain/Freeware;1;1 or 2;Dirty Moves;(unknown);English;OCS,ECS;Educational - Sex;Dirty Moves (unknown)
1990;http://www.lemonamiga.com/games/details.php?id=1561;d\disc;Commercial;1;1 or 2, Simultaneous;Disc;Loriciel;English;OCS,ECS;Sports - Miscellaneous;Disc Loriciel
1986;http://www.lemonamiga.com/games/details.php?id=3383;d\discovery-math;Commercial;1;1 Only;Discovery: Math;MicroIllusions;English;OCS;Educational - Math;Discovery: Math MicroIllusions
1986;http://www.lemonamiga.com/games/details.php?id=3386;d\discovery-science;Commercial;1;1 Only;Discovery: Science;MicroIllusions;English;OCS;Educational - Miscellaneous;Discovery: Science MicroIllusions
1986;http://www.lemonamiga.com/games/details.php?id=3384;d\discovery-spelling;Commercial;1;1 Only;Discovery: Spelling;MicroIllusions;English;OCS;Educational - Spelling;Discovery: Spelling MicroIllusions
1986;http://www.lemonamiga.com/games/details.php?id=3385;d\discovery-trivia-1;Commercial;1;1 Only;Discovery: Trivia 1;MicroIllusions;English;OCS;Educational - Quiz;Discovery: Trivia 1 MicroIllusions
1994;http://www.lemonamiga.com/games/details.php?id=471;d\disposable-hero-cd32;Commercial;;1 Only;Disposable Hero;Gremlin Graphics;English;CD32;;Disposable Hero Gremlin Graphics
1993;http://www.lemonamiga.com/games/details.php?id=321;d\disposable-hero;Commercial;2;1 Only;Disposable Hero;Gremlin Graphics;English;OCS,ECS;;Disposable Hero Gremlin Graphics
1988;http://www.lemonamiga.com/games/details.php?id=1989;d\distant-armies-a-playing-history-of-chess;Commercial;1;1 or 2;Distant Armies: A Playing History of Chess;Exocet Software;English;OCS;Board - Chess;Distant Armies: A Playing History of Chess Exocet Software
1994;http://www.lemonamiga.com/games/details.php?id=3002;d\dithell-in-space;Commercial;3;1 or 2, Simultaneous;Dithell in Space;(unknown);English;OCS,ECS;Platformer - Scrolling Screen;Dithell in Space (unknown)
1990;http://www.lemonamiga.com/games/details.php?id=1995;d\ditris;Commercial;1;1 or 2, Simultaneous;Ditris;Magic Soft;English;OCS,ECS;Arcade - Tetris;Ditris Magic Soft
;http://www.lemonamiga.com/games/details.php?id=2860;d\division-one-92;;1;1 Only;Division One 92;(unknown);English;OCS,ECS;Sports - Football/Soccer;Division One 92 (unknown)
1990;http://www.lemonamiga.com/games/details.php?id=1996;d\dizzy-dice;Commercial;1;1 Only;Dizzy Dice;Smash 16;English;OCS,ECS;Gambling - Slot Machine;Dizzy Dice Smash 16
1992;http://www.lemonamiga.com/games/details.php?id=329;d\dizzy-panic;Commercial;1;1 or 2;Dizzy Panic;Codemasters;English;OCS,ECS;Arcade - Miscellaneous;Dizzy Panic Codemasters
1992;http://www.lemonamiga.com/games/details.php?id=285;d\dizzy-crystal-kingdom;Commercial;2;1 Only;Dizzy: Crystal Kingdom;Codemasters;English;OCS,ECS;Platformer - Multi Screen;Dizzy: Crystal Kingdom Codemasters
1991;http://www.lemonamiga.com/games/details.php?id=326;d\dizzy-fantasy-world;Commercial;1;1 Only;Dizzy: Fantasy World;Codemasters;English;OCS,ECS;Platformer - Multi Screen;Dizzy: Fantasy World Codemasters
1991;http://www.lemonamiga.com/games/details.php?id=322;d\dizzy-magicland;Commercial;1;1 Only;Dizzy: Magicland;Codemasters;English;OCS,ECS;Platformer - Scrolling Screen;Dizzy: Magicland Codemasters
1992;http://www.lemonamiga.com/games/details.php?id=328;d\dizzy-prince-of-the-yolkfolk;Commercial;1;1 Only;Dizzy: Prince of the Yolkfolk;Codemasters;English;OCS,ECS;Platformer - Multi Screen;Dizzy: Prince of the Yolkfolk Codemasters
1992;http://www.lemonamiga.com/games/details.php?id=330;d\dizzy-spellbound;Commercial;1;1 Only;Dizzy: Spellbound;Codemasters;English;OCS,ECS;Platformer - Multi Screen;Dizzy: Spellbound Codemasters
