"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"Query";"DetailMatch";"DetailScore";"DetailSource";"DetailYear";"DetailUrl";"DetailId";"DetailLicense";"DetailLanguages";"DetailDisks";"DetailPlayers";"DetailName";"DetailPublisher";"DetailPath";"DetailHardware";"DetailGenre";"Detail_Keywords"
"NoError, EmulPriv, ClearMem, Examine";"A-Train ? 1992 Maxis";"1992 Maxis";"whdload";"0";"A-Train (512K ChipRAM)";"ATrain512kCz";"1454976";"A\ATrain512kCz\ATrain512KCz.slave";"786432";"A\ATrain512kCz";"458752";"ATrain";"OCS/ECS";"Cz";"512k";"";"";"";"atrain train 512 chip ram";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=101";"101";"Commercial";"English";"2";"1 Only";"A-Train";"Ocean";"a\a-train";"OCS,ECS";"Strategy - Miscellaneous";"a train atrain 101 ocean atrain english"
"NoError, EmulPriv, ClearMem, Examine";"A-Train ? 1992 Maxis";"1992 Maxis";"whdload";"0";"A-Train (512K ChipRAM)";"ATrain512kDe";"1469830";"A\ATrain512kDe\ATrain512KDe.slave";"786432";"A\ATrain512kDe";"458752";"ATrain";"OCS/ECS";"De";"512k";"";"";"";"atrain train 512 chip ram";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=101";"101";"Commercial";"English";"2";"1 Only";"A-Train";"Ocean";"a\a-train";"OCS,ECS";"Strategy - Miscellaneous";"a train atrain 101 ocean atrain english"
"NoError, EmulPriv, ClearMem, Examine";"A-Train ? 1992 Maxis";"1992 Maxis";"whdload";"0";"A-Train (512K ChipRAM)";"ATrain512kFr";"1471354";"A\ATrain512kFr\ATrain512KFr.slave";"786432";"A\ATrain512kFr";"458752";"ATrain";"OCS/ECS";"Fr";"512k";"";"";"";"atrain train 512 chip ram";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=101";"101";"Commercial";"English";"2";"1 Only";"A-Train";"Ocean";"a\a-train";"OCS,ECS";"Strategy - Miscellaneous";"a train atrain 101 ocean atrain english"
"NoError, EmulPriv, ClearMem, Examine";"A-Train ? 1992 Maxis";"1992 Maxis";"whdload";"0";"A-Train (512K)";"ATrain512kPl";"1451557";"A\ATrain512kPl\ATrain512kPl.slave";"786432";"A\ATrain512kPl";"458752";"ATrain";"OCS/ECS";"Pl";"512k";"";"";"";"atrain train 512";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=101";"101";"Commercial";"English";"2";"1 Only";"A-Train";"Ocean";"a\a-train";"OCS,ECS";"Strategy - Miscellaneous";"a train atrain 101 ocean atrain english"
"NoError, EmulPriv, ClearMem, Examine";"A-Train ? 1992 Maxis";"1992 Maxis";"whdload";"0";"A-Train";"ATrainCz";"1454964";"A\ATrainCz\ATrainCz.slave";"786432";"A\ATrainCz";"720896";"ATrain";"OCS/ECS";"Cz";"";"";"";"";"atrain train";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=101";"101";"Commercial";"English";"2";"1 Only";"A-Train";"Ocean";"a\a-train";"OCS,ECS";"Strategy - Miscellaneous";"a train atrain 101 ocean atrain english"
"NoError, EmulPriv, ClearMem, Examine";"A-Train ? 1992 Maxis";"1992 Maxis";"whdload";"0";"A-Train";"ATrainDe";"1469866";"A\ATrainDe\ATrainDe.slave";"786432";"A\ATrainDe";"720896";"ATrain";"OCS/ECS";"De";"";"";"";"";"atrain train";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=101";"101";"Commercial";"English";"2";"1 Only";"A-Train";"Ocean";"a\a-train";"OCS,ECS";"Strategy - Miscellaneous";"a train atrain 101 ocean atrain english"
"NoError, EmulPriv, ClearMem, Examine";"A-Train ? 1992 Maxis";"1992 Maxis";"whdload";"0";"A-Train";"ATrainFr";"1471390";"A\ATrainFr\ATrainFr.slave";"786432";"A\ATrainFr";"720896";"ATrain";"OCS/ECS";"Fr";"";"";"";"";"atrain train";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=101";"101";"Commercial";"English";"2";"1 Only";"A-Train";"Ocean";"a\a-train";"OCS,ECS";"Strategy - Miscellaneous";"a train atrain 101 ocean atrain english"
"NoError, EmulPriv, ClearMem, Examine";"A-Train ? 1992 Maxis";"1992 Maxis";"whdload";"0";"A-Train";"ATrainPl";"1451689";"A\ATrainPl\ATrainPl.Slave";"786432";"A\ATrainPl";"655360";"ATrain";"OCS/ECS";"Pl";"";"";"";"";"atrain train";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=101";"101";"Commercial";"English";"2";"1 Only";"A-Train";"Ocean";"a\a-train";"OCS,ECS";"Strategy - Miscellaneous";"a train atrain 101 ocean atrain english"
"NoError, EmulTrap, NoKbd";"Aufschwung Ost by Sunflowers (c) 1993 - 2 disks.";"1993 Sunflowers";"whdload";"0";"Aufschwung Ost";"AufschwungOstDe";"1971333";"A\AufschwungOstDe\AufschwungOstDe.slave";"524288";"A\AufschwungOstDe";"524288";"AufschwungOst";"OCS/ECS";"De";"";"";"";"";"aufschwung ost";"Exact";"100";"Lemon Amiga";"1993";"http://www.lemonamiga.com/games/details.php?id=2162";"2162";"Commercial";"German";"2";"1 Only";"Aufschwung Ost";"Sunflowers";"a\aufschwung-ost";"OCS,ECS";"Strategy - Miscellaneous";"aufschwung ost aufschwungost 2162 sunflowers aufschwungost german"
"NoError, EmulTrap";"Aunt Arctic Adventure by Midware Intl (c) 199?.";"199? Midware";"whdload";"0";"Aunt Arctic Adventure";"AuntArcticAdventure";"908357";"A\AuntArcticAdventure\AuntArcticAdventure.slave";"0";"A\AuntArcticAdventure";"524288";"AuntArcticAdventure";"OCS/ECS";"";"";"";"";"";"aunt arctic adventure";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=1549";"1549";"Commercial";"English";"1";"1 or 2, Simultaneous";"Aunt Arctic Adventure";"Mindware";"a\aunt-arctic-adventure";"OCS";"Platformer - Scrolling Screen";"aunt arctic adventure auntarcticadventure 1549 mindware auntarcticadventure english"
"NoError, EmulPriv, Examine";"AustraloPiticusMechanicus ? 1988 HACK+SLAY TEAM.";"1988 A.Lepel & K.LUKAS & S.DOSCH ";"whdload";"0";"Australo Piticus Mecanichus";"AustraloPiticusMechanicus";"661863";"A\AustraloPiticusMechanicus\AustraloPiticusMechanicus.Slave";"262144";"A\AustraloPiticusMechanicus";"524288";"AustraloPiticusMechanicus";"OCS/ECS";"";"";"";"";"";"australo piticus mechanicus mecanichus";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=2163";"2163";"Commercial";"English";"1";"1 Only";"Australo Piticus Mechanicus";"Rainbow Arts";"a\australo-piticus-mechanicus";"OCS";"Platformer - Multi Screen";"australo piticus mechanicus australopiticusmechanicus 2163 rainbow arts australopiticusmechanicus english"
"NoError, EmulPriv, Examine";"AutoDuel ? 1988 Origin.";"1988 Origin";"whdload";"0";"AutoDuel";"AutoDuel";"497714";"A\AutoDuel\AutoDuel.Slave";"262144";"A\AutoDuel";"524288";"AutoDuel";"OCS/ECS";"";"";"";"";"";"auto duel";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=102";"102";"Commercial";"English";"1";"1 Only";"Auto Duel";"Origin Systems";"a\auto-duel";"OCS,ECS";"Adventure - RPG 2D";"auto duel autoduel 102 origin systems autoduel english"
"NoError, EmulPriv, ClearMem, Examine";"AV8B Harrier Assault ? 1992 Domark";"1992 Domark";"whdload";"0";"AV8B Harrier Assault";"AV8BHarrierAssault";"1407866";"A\AV8BHarrierAssault\AV8BHarrierAssault.Slave";"786432";"A\AV8BHarrierAssault";"524288";"AV8BHarrierAssault";"OCS/ECS";"";"";"";"";"";"av 8 bharrier assault harrier";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=2164";"2164";"Commercial";"English";"2";"1 Only";"AV-8B Harrier Assault";"Domark";"a\av-8b-harrier-assault";"OCS,ECS";"Simulation - Flight";"av 8 b harrier assault av8bharrierassault 2164 domark av8bharrierassault english"
"NoError, EmulPriv, Examine";"Moktar/Titus The Fox ? 1991-1992 Titus.";"1991-1992 Titus";"whdload";"0";"Moktar / Titus The Fox";"AventuresDeMoktarFr";"799635";"A\AventuresDeMoktarFr\AventuresDeMoktarFr.slave";"786432";"A\AventuresDeMoktarFr";"524288";"AventuresDeMoktar";"OCS/ECS";"Fr";"";"";"";"";"aventures de moktar titus the fox";"Best";"2.625609";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=34";"34";"Commercial";"French";"1";"1 Only";"Aventures de Moktar, Les";"Titus Software";"a\aventures-de-moktar-les";"OCS,ECS";"Platformer - Scrolling Screen";"aventures de moktar les aventuresdemoktarles 34 titus software aventuresdemoktarles french"
"Disk, NoError, EmulTrap";"Awesome ? 1990 Psygnosis.";"1990 Psygnosis";"whdload";"0";"Awesome";"Awesome";"2722618";"A\Awesome\Awesome.Slave";"4096";"A\Awesome";"524288";"Awesome";"OCS/ECS";"";"";"";"";"";"awesome";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=1255";"1255";"Commercial";"English";"3";"1 Only";"AWESOME";"Psygnosis";"a\awesome";"OCS,ECS";"";"awesome awesome 1255 psygnosis awesome english"
"NoError, ClearMem";"Awesome demo ? 1990 Psygnosis";"1990 Psygnosis";"whdload";"0";"Awesome demo";"AwesomeDemo";"882602";"A\AwesomeDemo\AwesomeDemo.Slave";"4096";"A\AwesomeDemo";"532480";"Awesome";"OCS/ECS";"";"";"Demo";"";"";"awesome";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=1255";"1255";"Commercial";"English";"3";"1 Only";"AWESOME";"Psygnosis";"a\awesome";"OCS,ECS";"";"awesome awesome 1255 psygnosis awesome english"
"NoError, EmulTrap";"Axel's Magic Hammer (c) 1989 Core Design/Gremlin - 1";"1989 Core Design/Gremlin";"whdload";"0";"Axel";"AxelsMagicHammer";"545069";"A\AxelsMagicHammer\AxelsMagicHammer.Slave";"0";"A\AxelsMagicHammer";"524288";"AxelsMagicHammer";"OCS/ECS";"";"";"";"";"";"axels magic hammer axel";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=103";"103";"Commercial";"English";"1";"1 Only";"Axel's Magic Hammer";"Gremlin Graphics";"a\axels-magic-hammer";"OCS";"Platformer - Multi Screen";"axels magic hammer axelsmagichammer 103 gremlin graphics axelsmagichammer english"
"NoError, EmulTrap, NoDivZero, ClearMem";"Barbarian 2 (c) 1989 Palace Software";"1989 Palace Software";"whdload";"0";"BARBARIAN II";"AxeOfRage";"1466852";"A\AxeOfRage\AxeOfRage.slave";"0";"A\AxeOfRage";"1048576";"AxeOfRage";"OCS/ECS";"";"";"";"";"";"axe of rage barbarian 2";"Exact";"100";"Lemon Amiga";"1989";"http://www.lemonamiga.com/games/details.php?id=1550";"1550";"Commercial";"English";"2";"1 Only";"Axe of Rage";"Epyx";"a\axe-of-rage";"OCS";"";"axe of rage axeofrage 1550 epyx axeofrage english"
"NoError, NoKbd, EmulPriv, Examine";"Aztec Challenge ? Bignonia 1993 - 1 Disk (PD)";"Bignonia 1993";"whdload";"0";"Aztec Challenge";"AztecChallenge";"215417";"A\AztecChallenge\AztecChallenge.Slave";"786432";"A\AztecChallenge";"524288";"AztecChallenge";"OCS/ECS";"";"";"";"";"";"aztec challenge";"Exact";"100";"Lemon Amiga";"1993";"http://www.lemonamiga.com/games/details.php?id=2217";"2217";"Public Domain/Freeware";"English";"1";"1 or 2, Simultaneous";"Aztec Challenge";"(unknown)";"a\aztec-challenge";"OCS,ECS";"Arcade - Miscellaneous";"aztec challenge aztecchallenge 2217 unknown aztecchallenge english"
"NoError, EmulPriv, ClearMem, Examine";"B17 Flying Fortress ? 1993 MicroProse";"1993 MicroProse";"whdload";"0";"B-17 Flying Fortress";"B17FlyingFortress";"2158992";"B\B17FlyingFortress\B17FlyingFortress.Slave";"786432";"B\B17FlyingFortress";"524288";"B17FlyingFortress";"OCS/ECS";"";"";"";"";"";"17 flying fortress";"Exact";"100";"Lemon Amiga";"1993";"http://www.lemonamiga.com/games/details.php?id=104";"104";"Commercial";"English";"3";"1 Only";"B-17 Flying Fortress";"MicroProse Software";"b\b-17-flying-fortress";"OCS,ECS";"Simulation - Flight";"b 17 flying fortress b17flyingfortress 104 micro prose software b17flyingfortress english"
"NoError, EmulPriv, ClearMem, Examine";"B17 Flying Fortress ? 1993 MicroProse";"1993 MicroProse";"whdload";"0";"B-17 Flying Fortress";"B17FlyingFortressDemo";"487060";"B\B17FlyingFortressDemo\B17FlyingFortressDemo.Slave";"786432";"B\B17FlyingFortressDemo";"524288";"B17FlyingFortress";"OCS/ECS";"";"";"Demo";"";"";"17 flying fortress";"Exact";"100";"Lemon Amiga";"1993";"http://www.lemonamiga.com/games/details.php?id=104";"104";"Commercial";"English";"3";"1 Only";"B-17 Flying Fortress";"MicroProse Software";"b\b-17-flying-fortress";"OCS,ECS";"Simulation - Flight";"b 17 flying fortress b17flyingfortress 104 micro prose software b17flyingfortress english"
"NoError, EmulTrap, ClearMem";"Baal ? 1988 Psyclapse.";"1988 Psyclapse";"whdload";"0";"Baal";"Baal";"814372";"B\Baal\Baal.Slave";"0";"B\Baal";"524288";"Baal";"OCS/ECS";"";"";"";"";"";"baal";"Exact";"100";"Lemon Amiga";"1988";"http://www.lemonamiga.com/games/details.php?id=105";"105";"Commercial";"English";"1";"1 Only";"Baal";"Psyclapse";"b\baal";"OCS";"";"baal baal 105 psyclapse baal english"
"NoError, EmulPriv, Examine";"game called:";"1989 Coktel Vision";"whdload";"0";"Abra cadabra & Baba Yaga";"BabaYaga";"1119368";"B\BabaYaga\BabaYaga.slave";"786432";"B\BabaYaga";"524288";"BabaYaga";"OCS/ECS";"";"";"";"";"";"baba yaga abra cadabra";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=1551";"1551";"Commercial";"English,German,French,Italian,Spanish";"2";"1 Only";"Baba Yaga";"Coktel Vision";"b\baba-yaga";"OCS,ECS";"Adventure - Miscellaneous";"baba yaga babayaga 1551 coktel vision babayaga english,german,french,italian,spanish"
"NoError";"Baby Jo In Going Home (c) 1991 Loriciel - 1 disk.";"1991 Loriciel";"whdload";"0";"Baby Jo In Going Home";"BabyJoInGoingHome";"919082";"B\BabyJoInGoingHome\BabyJoInGoingHome.Slave";"0";"B\BabyJoInGoingHome";"524288";"BabyJoInGoingHome";"OCS/ECS";"";"";"";"";"";"baby jo in going home";"Exact";"100";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=106";"106";"Commercial";"English,German,French,Spanish";"1";"1 Only";"Baby Jo in 'Going Home'";"Loriciel";"b\baby-jo-in-going-home";"OCS,ECS";"Platformer - Scrolling Screen";"baby jo in going home babyjoingoinghome 106 loriciel babyjoingoinghome english,german,french,spanish"
"NoError";"Babylonian Twins Demo (c) 1994 Mesopotamia - 1 disk.";"1994 Mesopotamia";"whdload";"0";"Babylonian Twins Demo";"BabylonianTwinsDemo";"579564";"B\BabylonianTwinsDemo\BabylonianTwinsDemo.slave";"458752";"B\BabylonianTwinsDemo";"491520";"BabylonianTwins";"OCS/ECS";"";"";"Demo";"";"";"babylonian twins";"Exact";"N/A";"Open Amiga Game Database";"1994";"https://oagd.net/game/b5f3272a-3dfd-5935-b44c-80198e257f12";;;"English";;"1";"Babylonian Twins";"[unreleased]";"b\babylonian-twins";;;"babylonian twins babyloniantwins unreleased babyloniantwins english"
"Disk, NoError, NoDivZero";"Backlash ? 1987 Novagen.";"1987 Novagen";"whdload";"0";"Backlash";"Backlash";"480926";"B\Backlash\Backlash.Slave";"0";"B\Backlash";"524288";"Backlash";"OCS/ECS";"";"";"";"";"";"backlash";"Exact";"100";"Lemon Amiga";"1987";"http://www.lemonamiga.com/games/details.php?id=109";"109";"Commercial";"English";"1";"1 Only";"Backlash";"Novagen";"b\backlash";"OCS";"";"backlash backlash 109 novagen backlash english"
"Disk, NoError, EmulTrap, NoKbd";"Back to the Future III ? 1991 Image Works/Konami.";"1991 Image Works/Konami";"whdload";"0";"Back To The Future III";"BackToTheFutureIII";"1513652";"B\BackToTheFutureIII\BackToTheFutureIII.Slave";"0";"B\BackToTheFutureIII";"524288";"BackToTheFutureIII";"OCS/ECS";"";"";"";"";"";"back to the future iii 3";"Best";"1.394348";"Lemon Amiga";"1991";"http://www.lemonamiga.com/games/details.php?id=108";"108";"Commercial";"English";"2";"1 Only";"Back to the Future Part III";"Image Works";"b\back-to-the-future-part-iii";"OCS,ECS";"Arcade - Miscellaneous";"back to the future part 3 backtothefuturepart3 108 image works backtothefuturepartiii english"
"NoError, EmulTrap";"Back To The Future 2 by Image Works (c) 1990 - 1 disk.";"1990 Image Works";"whdload";"0";"Back to the Future 2";"BackToTheFuturePart2";"910110";"B\BackToTheFuturePart2\BackToTheFuturePart2.slave";"0";"B\BackToTheFuturePart2";"524288";"BackToTheFuturePart2";"OCS/ECS";"";"";"";"";"";"back to the future part 2";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=107";"107";"Commercial";"English";"1";"1 Only";"Back to the Future Part II";"Image Works";"b\back-to-the-future-part-ii";"OCS";"Arcade - Miscellaneous";"back to the future part 2 backtothefuturepart2 107 image works backtothefuturepartii english"
"NoError, EmulTrap, EmulPriv, Examine";"Bad Cat ? 1987 Rainbow Arts";"1987 Rainbow Arts";"whdload";"0";"BadCat";"BadCat";"899201";"B\BadCat\BadCat.Slave";"524288";"B\BadCat";"524288";"BadCat";"OCS/ECS";"";"";"";"";"";"bad cat";"Exact";"100";"Lemon Amiga";"1987";"http://www.lemonamiga.com/games/details.php?id=1290";"1290";"Commercial";"English";"2";"1 to 4";"Bad Cat";"Rainbow Arts";"b\bad-cat";"OCS";"Platformer - Scrolling Screen";"bad cat badcat 1290 rainbow arts badcat english"
"NoError, EmulTrap, ClearMem";"Bad Company by Logotron (c) 1990 - 1 disk.";"1990 Logotron";"whdload";"0";"Bad Company";"BadCompany";"674917";"B\BadCompany\BadCompany.slave";"0";"B\BadCompany";"524288";"BadCompany";"OCS/ECS";"";"";"";"";"";"bad company";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=1647";"1647";"Commercial";"English";"1";"1 or 2, Simultaneous";"Bad Company";"Logotron";"b\bad-company";"OCS,ECS";"";"bad company badcompany 1647 logotron badcompany english"
"NoError, EmulTrap, ClearMem";"Bad Dudes Vs. Dragon Ninja (c) 1988 Data East/";"1988 Data East/Imagine";"whdload";"0";"Bad Dudes Vs. Dragon Ninja";"BadDudesNTSC";"919641";"B\BadDudesNTSC\BadDudesNTSC.Slave";"0";"B\BadDudesNTSC";"524288";"BadDudes";"OCS/ECS";"";"";"";"NTSC";"";"bad dudes vs dragon ninja";"Exact";"6.2";"Open Amiga Game Database";"1989";"https://oagd.net/amiga/bad-dudes-vs-dragonninja";;;"English";;"1 - 2 (2 simultaneous)";"Bad Dudes vs. Dragonninja";"Imagine (Ocean)";"b\bad-dudes-vs-dragonninja";;;"bad dudes vs dragonninja baddudesvsdragonninja imagine ocean baddudesvsdragonninja english"
"NoError, EmulTrap, ClearMem";"Bad Dudes Vs. Dragon Ninja (c) 1988 Data East/";"1988 Data East/Imagine";"whdload";"0";"Bad Dudes Vs. Dragon Ninja";"BadDudesVsDragonNinja";"927211";"B\BadDudesVsDragonNinja\BadDudesVsDragonNinja.slave";"0";"B\BadDudesVsDragonNinja";"524288";"BadDudesVsDragonNinja";"OCS/ECS";"";"";"";"";"";"bad dudes vs dragon ninja";"Exact";"6.2";"Open Amiga Game Database";"1989";"https://oagd.net/amiga/bad-dudes-vs-dragonninja";;;"English";;"1 - 2 (2 simultaneous)";"Bad Dudes vs. Dragonninja";"Imagine (Ocean)";"b\bad-dudes-vs-dragonninja";;;"bad dudes vs dragonninja baddudesvsdragonninja imagine ocean baddudesvsdragonninja english"
"NoError, EmulTrap, ClearMem";"Badlands ? 1990 Tengen.";"1990 Tengen";"whdload";"0";"Badlands";"BadLands";"919766";"B\BadLands\Badlands.slave";"0";"B\BadLands";"524288";"BadLands";"OCS/ECS";"";"";"";"";"";"bad lands";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=111";"111";"Commercial";"English";"1";"1 or 2, Simultaneous";"BadLands";"Domark";"b\badlands";"OCS,ECS";"Racing - Overhead";"bad lands badlands 111 domark badlands english"
"NoError, EmulTrap";"Badlands Pete (c) 1990 ARC - 1 disk.";"1990 ARC";"whdload";"0";"Badlands Pete";"BadlandsPete";"1007160";"B\BadlandsPete\BadlandsPete.Slave";"0";"B\BadlandsPete";"524288";"BadlandsPete";"OCS/ECS";"";"";"";"";"";"badlands pete";"Exact";"100";"Lemon Amiga";"1990";"http://www.lemonamiga.com/games/details.php?id=112";"112";"Commercial";"English";"1";"1 Only";"Badlands Pete";"Arc Developments";"b\badlands-pete";"OCS";"";"badlands pete badlandspete 112 arc developments badlandspete english"
"NoKbd";"Bagitman ? 1992 Bignonia.";"1992 Bignonia";"whdload";"0";"Bagitman";"Bagitman";"111673";"B\Bagitman\Bagitman.Slave";"131072";"B\Bagitman";"524288";"Bagitman";"OCS/ECS";"";"";"";"";"";"bagitman";"Exact";"100";"Lemon Amiga";"1992";"http://www.lemonamiga.com/games/details.php?id=2218";"2218";"Public Domain/Freeware";"English";"1";"1 or 2, Simultaneous";"Bagitman";"(unknown)";"b\bagitman";"OCS,ECS";"Platformer - Multi Screen";"bagitman bagitman 2218 unknown bagitman english"
"NoError, EmulPriv, ClearMem, Examine";"Balance Of Power: Geopolitics in the Nuclear Age";"1987 Mindscape";"whdload";"0";"Balance Of Power: Geopolitics in the Nuclear Age";"BalanceOfPower";"485603";"B\BalanceOfPower\BalanceOfPower.Slave";"303104";"B\BalanceOfPower";"524288";"BalanceOfPower";"OCS/ECS";"";"";"";"";"";"balance of power geopolitics in the nuclear age";"Exact";"100";"Lemon Amiga";"1987";"http://www.lemonamiga.com/games/details.php?id=3314";"3314";"Commercial";"English";"1";"1 or 2";"Balance of Power: Geopolitics in the Nuclear Age";"Mindscape";"b\balance-of-power-geopolitics-in-the-nuclear-age";"OCS";"Strategy - War";"balance of power geopolitics in the nuclear age balanceofpowergeopoliticsinthenuclearage 3314 mindscape balanceofpowergeopoliticsinthenuclearage english"
"NoError, EmulPriv, ClearMem, Examine";"Balance Of Power: Geopolitics in the Nuclear Age";"1987 Mindscape";"whdload";"0";"Balance Of Power: Geopolitics in the Nuclear Age";"BalanceOfPower1990Ed";"561237";"B\BalanceOfPower1990Ed\BalanceOfPower1990Ed.Slave";"303104";"B\BalanceOfPower1990Ed";"524288";"BalanceOfPower1990Ed";"OCS/ECS";"";"";"";"";"";"balance of power 1990 ed geopolitics in the nuclear age";"Exact";"100";"Lemon Amiga";"1987";"http://www.lemonamiga.com/games/details.php?id=3314";"3314";"Commercial";"English";"1";"1 or 2";"Balance of Power: Geopolitics in the Nuclear Age";"Mindscape";"b\balance-of-power-geopolitics-in-the-nuclear-age";"OCS";"Strategy - War";"balance of power geopolitics in the nuclear age balanceofpowergeopoliticsinthenuclearage 3314 mindscape balanceofpowergeopoliticsinthenuclearage english"
