"WhdloadSlaveFlags";"WhdloadSize";"WhdloadSlaveFilePath";"ReadmeAppliesTo";"WhdloadSlaveExecInstall";"WhdloadName";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveBaseMemSize";"WhdloadPath";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"Query";"DetailMatch";"DetailScore";"DetailSource";"DetailCompo";"DetailRank";"DetailGroups";"DetailProductionPath";"DetailType";"DetailParty";"DetailScreenshotUrl";"DetailDate";"DetailName";"DetailPlatform";"DetailProductionUrl";"Detail_Keywords"
"NoError, EmulTrap, ClearMem";"906860";"D\DifficultToCure\DifficultToCure.Slave";"Difficult To Cure ? 1995 Analog.";"0";"DifficultToCure";"Difficult To Cure";"1995 Analog";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DifficultToCure";"OCS/ECS";"";"";"";"";"difficult to cure analog";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Analog";;"Musicdisk";"";;"11/95";"Difficult To Cure";;;"difficult to cure difficulttocure analog difficulttocureanalog"
"NoError, EmulTrap, ClearMem";"1630982";"D\DiggyPiggys\DiggyPiggys.Slave";"Diggy Piggys ? 1990 Channel 42 & Silents.";"0";"DiggyPiggys";"Diggy Piggys Slideshow";"1990 Channel 42 & Silents";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DiggyPiggys";"OCS/ECS";"";"";"";"";"diggy piggys slideshow channel 42 silents";"Best";"4,504137";"Pouet";"";"";"Channel 42,The Silents";"d\diggy-piggys-channel-42-the-silents_#2";"slideshow";"";"http://content.pouet.net/files/screenshots/00028/00028937.jpg";"february 1990";"Diggy Piggys";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=28937";"diggy piggys diggypiggys channel 42 the silents diggypiggyschannel42thesilents"
"NoError, EmulTrap, ClearMem";"417938";"D\DigitalComplexityCrass\DigitalComplexityCrass.Slave";"Digital Complexity ? 1992 Crass.";"0";"DigitalComplexityCrass";"Digital Complexity";"1992 Crass";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DigitalComplexityCrass";"OCS/ECS";"";"";"";"";"digital complexity crass";"Exact";"100";"Pouet";"n/a";"2nd";"crass";"d\digital-complexity-crass";"demo";"Alchemy OzCon 1 1992";"http://content.pouet.net/files/screenshots/00008/00008149.gif";"september 1992";"Digital Complexity";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=8149";"digital complexity digitalcomplexity crass digitalcomplexitycrass"
"NoError, ClearMem";"841010";"D\DigitalConcert\DigitalConcert.Slave";"Digital Concert #1 ? 1989 Flash Production";"0";"DigitalConcert";"Digital Concert #1";"1989 Flash Production";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DigitalConcert";"OCS/ECS";"";"";"";"";"digital concert 1 flash production";"Exact";"100";"Pouet";"";"";"Flash Production";"d\digital-concert-1-flash-production";"musicdisk";"";"http://content.pouet.net/files/screenshots/00011/00011415.jpg";"november 1989";"digital concert 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=11415";"digital concert 1 digitalconcert1 flash production digitalconcert1flashproduction"
"NoError, ClearMem";"904446";"D\DigitalConcert2\DigitalConcert2.Slave";"Digital Concert #2 ? 1989 Flash Production";"0";"DigitalConcert2";"Digital Concert #2";"1989 Flash Production";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DigitalConcert2";"OCS/ECS";"";"";"";"";"digital concert 2 flash production";"Exact";"100";"Pouet";"";"";"Flash Production";"d\digital-concert-2-flash-production";"musicdisk";"";"http://content.pouet.net/files/screenshots/00028/00028374.jpg";"december 1989";"digital concert 2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=28374";"digital concert 2 digitalconcert2 flash production digitalconcert2flashproduction"
"NoError, ClearMem";"914404";"D\DigitalConcert3\DigitalConcert3.Slave";"Digital Concert #3 ? 1990 Flash Production";"0";"DigitalConcert3";"Digital Concert #3";"1990 Flash Production";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DigitalConcert3";"OCS/ECS";"";"";"";"";"digital concert 3 flash production";"Exact";"100";"Pouet";"";"";"Flash Production";"d\digital-concert-3-flash-production";"musicdisk";"";"http://content.pouet.net/files/screenshots/00027/00027506.png";"1990";"digital concert 3";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=27506";"digital concert 3 digitalconcert3 flash production digitalconcert3flashproduction"
"NoError, NoKbd, ClearMem";"925007";"D\DigitalConcert4\DigitalConcert4.Slave";"Digital Concert #4 ? 1990 Flash Production";"0";"DigitalConcert4";"Digital Concert #4";"1990 Flash Production";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DigitalConcert4";"OCS/ECS";"";"";"";"";"digital concert 4 flash production";"Exact";"100";"Pouet";"";"";"Flash Production";"d\digital-concert-4-flash-production";"musicdisk";"";"http://content.pouet.net/files/screenshots/00028/00028375.jpg";"april 1990";"digital concert 4";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=28375";"digital concert 4 digitalconcert4 flash production digitalconcert4flashproduction"
"NoError, ClearMem";"873938";"D\DigitalConcert5\DigitalConcert5.Slave";"Digital Concert #5 ? 1990 Flash Production";"0";"DigitalConcert5";"Digital Concert #5";"1990 Flash Production";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DigitalConcert5";"OCS/ECS";"";"";"";"";"digital concert 5 flash production";"Exact";"100";"Pouet";"none";"n/a";"Flash Production";"d\digital-concert-5-flash-production";"musicdisk";"Amiga Conference 1990";"http://content.pouet.net/files/screenshots/00008/00008072.png";"june 1990";"Digital Concert 5";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=8072";"digital concert 5 digitalconcert5 flash production digitalconcert5flashproduction"
"NoError, ClearMem";"926268";"D\DigitalConcert6\DigitalConcert6.Slave";"Digital Concert #6 ? 1991 Flash Production";"0";"DigitalConcert6";"Digital Concert #6";"1991 Flash Production";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DigitalConcert6";"OCS/ECS";"";"";"";"";"digital concert 6 flash production";"Exact";"100";"Pouet";"";"";"Flash Production";"d\digital-concert-6-flash-production";"musicdisk";"";"http://content.pouet.net/files/screenshots/00028/00028376.jpg";"n/a";"digital concert 6";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=28376";"digital concert 6 digitalconcert6 flash production digitalconcert6flashproduction"
"Disk, NoError, EmulTrap";"906435";"D\DigitalInnovation\DigitalInnovation.slave";"Digital Innovation by Anarchy (c) 1991 - 1 disk.";"0";"DigitalInnovation";"Digital Innovation";"1991 Anarchy";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DigitalInnovation";"OCS/ECS";"";"";"";"";"digital innovation anarchy";"Exact";"100";"Pouet";"";"";"Anarchy";"d\digital-innovation-anarchy";"demo";"";"http://content.pouet.net/files/screenshots/00008/00008880.gif";"august 1991";"digital innovation";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=8880";"digital innovation digitalinnovation anarchy digitalinnovationanarchy"
"NoError, EmulTrap, ClearMem";"389333";"D\DigitalMusicArt\DigitalMusicArt.Slave";"Digital Music Art ? 1992 Wildfire.";"0";"DigitalMusicArt";"Digital Music Art";"1992 Wildfire";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DigitalMusicArt";"OCS/ECS";"";"";"";"";"digital music art wildfire";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Wildfire";;"Demo";"Hurricane and Brutal Summer Party";;"6/92";"Digital Music Art";;;"digital music art digitalmusicart wildfire digitalmusicartwildfire"
"NoError, EmulTrap, ClearMem";"762411";"D\DigitalNoises\DigitalNoises.Slave";"Digital Noises ? 1991 Ram Jam.";"0";"DigitalNoises";"Digital Noises";"1991 Ram Jam";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DigitalNoises";"OCS/ECS";"";"";"";"";"digital noises ram jam";"Exact";"100";"Pouet";"";"";"Ram Jam";"d\digital-noises-ram-jam";"musicdisk";"";"http://content.pouet.net/files/screenshots/00061/00061935.png";"1991";"Digital Noises";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=61935";"digital noises digitalnoises ram jam digitalnoisesramjam"
"NoError, EmulTrap, ClearMem";"926448";"D\DigitalSounds1\DigitalSounds1.Slave";"Digital Sounds Volume 1 ? 1990 The Warfalcons.";"0";"DigitalSounds1";"Digital Sounds Volume 1";"1990 Warfalcons";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DigitalSounds1";"OCS/ECS";"";"";"";"";"digital sounds 1 volume warfalcons";"Best";"3,415835";"Pouet";"";"";"The Warfalcons";"d\digital-sounds-vol-1-the-warfalcons";"musicdisk";"";"http://content.pouet.net/files/screenshots/00009/00009158.gif";"september 1990";"Digital sounds vol 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=9158";"digital sounds vol 1 digitalsoundsvol1 the warfalcons digitalsoundsvol1thewarfalcons"
"NoError, Req68020, ReqAGA, ClearMem";"374241";"D\Dirt\Dirt.Slave";"Dirt ? 1994 Mystic - 1 disk";"0";"Dirt";"Dirt";"1994 Mystic";"786432";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Dirt";"AGA";"";"";"";"";"dirt mystic";"Exact";"100";"Pouet";"amiga demo";"n/a";"Mystic";"d\dirt-mystic";"demo";"Intel Outside 1994";"http://content.pouet.net/files/screenshots/00012/00012460.jpg";"october 1994";"Dirt";"Amiga AGA";"http://www.pouet.net/prod.php?which=12460";"dirt dirt mystic dirtmystic"
"NoError, Req68020, ReqAGA, ClearMem";"374854";"D\DirtAGA\DirtAGA.Slave";"Dirt ? 1994 Mystic - 1 disk";"0";"DirtAGA";"Dirt";"1994 Mystic";"786432";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Dirt";"AGA";"";"";"";"";"dirt aga mystic";"Best";"3,170548";"Pouet";"amiga demo";"n/a";"Mystic";"d\dirt-mystic";"demo";"Intel Outside 1994";"http://content.pouet.net/files/screenshots/00012/00012460.jpg";"october 1994";"Dirt";"Amiga AGA";"http://www.pouet.net/prod.php?which=12460";"dirt dirt mystic dirtmystic"
"NoError, EmulTrap, ClearMem";"640968";"D\DiscoFever\DiscoFever.Slave";"Disco Fever ? 1990 Ipec Elite.";"0";"DiscoFever";"Disco Fever";"1990 Ipec Elite";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DiscoFever";"OCS/ECS";"";"";"";"";"disco fever ipec elite";"Exact";"100";"Pouet";"";"";"Ipec Elite";"d\disco-fever-ipec-elite";"musicdisk";"";"http://content.pouet.net/files/screenshots/00049/00049792.png";"august 1990";"Disco Fever";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=49792";"disco fever discofever ipec elite discofeveripecelite"
"NoError, EmulTrap, ClearMem";"856659";"D\DivineInspiration\DivineInspiration.Slave";"Divine Inspiration ? 1991 Goldfire.";"0";"DivineInspiration";"Divine Inspiration";"1991 Goldfire";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DivineInspiration";"OCS/ECS";"";"";"";"";"divine inspiration goldfire";"Exact";"100";"Pouet";"";"";"Goldfire";"d\divine-inspiration-goldfire";"musicdisk";"";"http://content.pouet.net/files/screenshots/00064/00064328.png";"1991";"Divine Inspiration";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=64328";"divine inspiration divineinspiration goldfire divineinspirationgoldfire"
"NoError, EmulTrap, ClearMem";"924701";"D\DizzyTunes\DizzyTunes.Slave";"Dizzy Tunes ? 1992 Silents & Noiseless";"0";"DizzyTunes";"Dizzy Tunes";"1992 Silents & Noiseless";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DizzyTunes";"OCS/ECS";"";"";"";"";"dizzy tunes silents noiseless";"Best";"5,958098";"Pouet";"none";"n/a";"noiseless,The Silents";"d\dizzy-tunes-1-noiseless-the-silents_#2";"musicdisk";"The Gathering 1992";"http://content.pouet.net/files/screenshots/00005/00005815.gif";"april 1992";"Dizzy Tunes 1";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=5815";"dizzy tunes 1 dizzytunes1 noiseless the silents dizzytunes1noiselessthesilents"
"NoError, EmulTrap, ClearMem";"2746813";"D\DizzyTunes2\DizzyTunes2.Slave";"Dizzy Tunes 2 ? 1994 Noiseless & Spaceballs.";"0";"DizzyTunes2";"Dizzy Tunes 2";"1994 Noiseless & Spaceballs";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DizzyTunes2";"OCS/ECS";"";"";"";"";"dizzy tunes 2 noiseless spaceballs";"Best";"4,770374";"Pouet";"";"";"Spaceballs,noiseless";"d\dizzy-tunes-2-spaceballs-noiseless_#2";"musicdisk";"";"http://content.pouet.net/files/screenshots/00004/00004049.gif";"1994";"Dizzy Tunes 2";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=4049";"dizzy tunes 2 dizzytunes2 spaceballs noiseless dizzytunes2spaceballsnoiseless"
"NoError, EmulTrap, ReqAGA, ClearMem";"4816259";"D\DogsCogs\DogsCogs.Slave";"The Dog's Cogs ? 1995 Nerve Axis.";"0";"DogsCogs";"The Dog";"1995 Nerve Axis";"2097152";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DogsCogs";"AGA";"";"";"";"";"dogs cogs the dog nerve axis";"Best";"3,866919";"Pouet";"";"";"Nerve Axis";"t\the-dogs-cogs-nerve-axis";"musicdisk";"";"http://content.pouet.net/files/screenshots/00000/00000216.png";"august 1995";"The Dog's Cogs";"Amiga AGA";"http://www.pouet.net/prod.php?which=216";"the dogs cogs thedogscogs nerve axis thedogscogsnerveaxis"
"NoError, EmulTrap, ReqAGA, ClearMem";"2112902";"D\DogsCogsAGA\DogsCogsAGA.Slave";"The Dog's Cogs ? 1995 Nerve Axis.";"0";"DogsCogsAGA";"The Dog";"1995 Nerve Axis";"2097152";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DogsCogs";"AGA";"";"";"";"";"dogs cogs aga the dog nerve axis";"Best";"3,156639";"Pouet";"";"";"Nerve Axis";"t\the-dogs-cogs-nerve-axis";"musicdisk";"";"http://content.pouet.net/files/screenshots/00000/00000216.png";"august 1995";"The Dog's Cogs";"Amiga AGA";"http://www.pouet.net/prod.php?which=216";"the dogs cogs thedogscogs nerve axis thedogscogsnerveaxis"
"NoError, EmulTrap, ClearMem";"730120";"D\DonMartinMusicDisk\DonMartinMusicDisk.Slave";"Don Martin Music Disk ? 1990 Hypnosis.";"0";"DonMartinMusicDisk";"Don Martin Music Disk";"1990 Hypnosis";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DonMartinMusicDisk";"OCS/ECS";"";"";"";"";"don martin music disk hypnosis";"Best";"2,984327";"Pouet";"n/a";"n/a";"Hypnosis";"d\don-martin-hypnosis";"musicdisk";"Phenomena and Censor Party 1990";"http://content.pouet.net/files/screenshots/00061/00061689.gif";"january 1990";"Don Martin";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=61689";"don martin donmartin hypnosis donmartinhypnosis"
"NoError, EmulTrap, ClearMem";"1253243";"D\DontPanic\DontPanic.Slave";"Don't Panic ? 1992 LSD.";"0";"DontPanic";"Don";"1992 LSD";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DontPanic";"OCS/ECS";"";"";"";"";"dont panic don lsd";"Best";"2,598441";"Janeway Amiga Scene Demo Database";;;"LSD";;"Musicdisk";"";;"";"Don't Panic";;;"dont panic dontpanic lsd dontpaniclsd"
"NoError";"750165";"D\DOS\DOS.Slave";"D.O.S. ? 1992 Andromeda - 1 disk";"0";"DOS";"D.O.S.";"1992 Andromeda";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DOS";"OCS/ECS";"";"";"";"";"dos andromeda";"Exact";"100";"Pouet";"amiga demo";"2nd";"Andromeda";"d\dos-andromeda";"demo";"The Gathering 1992";"http://content.pouet.net/files/screenshots/00000/00000404.gif";"april 1992";"D.O.S";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=404";"dos dos andromeda dosandromeda"
"NoError, EmulTrap, ClearMem";"452174";"D\DoTheBartman\DoTheBartman.Slave";"Do the Bartman ? 1991 FreeHand.";"0";"DoTheBartman";"Do The Bartman";"1991 FreeHand";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DoTheBartman";"OCS/ECS";"";"";"";"";"do the bartman free hand";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Freehand";;"Musicdisk";"";;"";"Do the Bartman";;;"do the bartman dothebartman freehand dothebartmanfreehand"
"NoError, EmulTrap, ClearMem";"108623";"D\DoubleIntro\DoubleIntro.Slave";"Double Intro ? 1991 Vega.";"0";"DoubleIntro";"Double Intro";"1991 Vega";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Double";"OCS/ECS";"";"";"";"Intro";"double intro part1 vega";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Vega";;"Intro";"";;"11/91";"Double Intro Part1";;;"double intro part 1 doubleintropart1 vega doubleintropart1vega"
"NoError, EmulPriv, Examine";"524646";"D\DragonLord\DragonLord.Slave";"demo called:";"0";"DragonLord";"Dragon Lord demo";"19?? ALFA FORCE";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DragonLord";"OCS/ECS";"";"";"";"";"dragon lord alfaforce";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Alfaforce";;"Demo";"";;"";"Dragon Lord";;;"dragon lord dragonlord alfaforce dragonlordalfaforce"
"NoError, EmulTrap, ClearMem";"1024099";"D\DreamTrippin\DreamTrippin.Slave";"Dream Tripping ? 1993 Digital";"0";"DreamTrippin";"Dream Tripping";"1993 Digital";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DreamTrippin";"OCS/ECS";"";"";"";"";"dream trippin tripping digital";"Best";"2,471067";"Pouet";"amiga demo";"1st";"Digital";"d\dream-trippin-digital";"demo";"Digital Symposium 1993";"http://content.pouet.net/files/screenshots/00010/00010290.jpg";"november 1993";"Dream Trippin'";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=10290";"dream trippin dreamtrippin digital dreamtrippindigital"
"NoError, EmulTrap, ClearMem";"1820226";"D\Drums&Reverbs\Drums&Reverbs.Slave";"Drums and Reverbs ? 1992 Chryseis.";"0";"Drums&Reverbs";"Drums & Reverbs";"1992 Chryseis";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Drums&Reverbs";"OCS/ECS";"";"";"";"";"drums reverbs chryseis";"Exact";"100";"Pouet";"n/a";"n/a";"Chryseis";"d\drums-reverbs-chryseis";"musicdisk";"The Party 1992";"http://content.pouet.net/files/screenshots/00050/00050249.png";"december 1992";"Drums & Reverbs";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=50249";"drums reverbs drumsreverbs chryseis drumsreverbschryseis"
"NoError";"118217";"D\DrunkDesertDemo\DrunkDesertDemo.Slave";"";"0";"DrunkDesertDemo";"Drunk Desert Demo";"1990 Paradox";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"DrunkDesert";"OCS/ECS";"";"";"Demo";"";"drunk desert demo paradox";"Best";"4,392503";"Pouet";"n/a";"n/a";"Paradox";"t\the-drunk-desert-demo-paradox";"demo";"Summer Party 1990";"http://content.pouet.net/files/screenshots/00004/00004428.jpg";"may 1990";"The drunk desert demo";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=4428";"the drunk desert demo thedrunkdesertdemo paradox thedrunkdesertdemoparadox"
"NoError, EmulTrap, ClearMem";"1821615";"D\Dynamo\Dynamo.Slave";"Dynamo ? 1994 Orion.";"0";"Dynamo";"Dynamo";"1994 Orion";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Dynamo";"OCS/ECS";"";"";"";"";"dynamo orion";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"Orion";;"Musicdisk";"";;"";"Dynamo";;;"dynamo dynamo orion dynamoorion"
"NoError, EmulTrap, ClearMem";"919909";"D\Dyspepsia\Dyspepsia.Slave";"Dyspepsia ? 1993 Analogy.";"0";"Dyspepsia";"Dyspepsia";"1993 Analogy";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Dyspepsia";"OCS/ECS";"";"";"";"";"dyspepsia analogy";"Exact";"100";"Pouet";"combined demo/intro";"3rd";"Analogy";"d\dyspepsia-analogy";"demo";"Aggressive 1993";"http://content.pouet.net/files/screenshots/00010/00010286.jpg";"october 1993";"Dyspepsia";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=10286";"dyspepsia dyspepsia analogy dyspepsiaanalogy"
"NoError, EmulTrap, ClearMem";"1386421";"E\EargasmTunes\EargasmTunes.Slave";"Eargasm Tunes ? 1989 The Silents.";"0";"EargasmTunes";"Eargasm Tunes";"1989 The Silents";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"EargasmTunes";"OCS/ECS";"";"";"";"";"eargasm tunes the silents";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"The Silents";;"Musicdisk";"";;"";"Eargasm Tunes";;;"eargasm tunes eargasmtunes the silents eargasmtunesthesilents"
"NoError, EmulTrap";"912315";"E\Earwig\Earwig.Slave";"Earwig ? 1993 Infect.";"0";"Earwig";"Earwig";"1993 Infect";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Earwig";"OCS/ECS";"";"";"";"";"earwig infect";"Exact";"100";"Pouet";"n/a";"n/a";"Infect";"e\earwig-infect";"musicdisk";"Data-Live Conference 1993";"http://content.pouet.net/files/screenshots/00003/00003615.jpg";"april 1993";"Earwig";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=3615";"earwig earwig infect earwiginfect"
"NoError, EmulTrap, ReqAGA, ClearMem";"919123";"E\ECESSlideshow\ECESSlideshow.slave";"E.C.E.S. Slideshow ? 1991 Rebels.";"0";"ECESSlideshow";"ECES Slideshow";"1991 Rebels";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"ECESSlideshow";"AGA";"";"";"";"";"ecesslideshow eces slideshow rebels";"Best";"5,367577";"Pouet";"none";"n/a";"Rebels";"e\eces-slideshow-rebels";"slideshow";"ECES 1991";"http://content.pouet.net/files/screenshots/00031/00031964.png";"june 1991";"E.C.E.S. slideshow";"Amiga OCS/ECS";"http://www.pouet.net/prod.php?which=31964";"eces slideshow ecesslideshow rebels ecesslideshowrebels"
"NoError, ClearMem";"756019";"E\Ecliptica\Ecliptica.Slave";"Ecliptica ?1992 TRSI";"0";"Ecliptica";"Ecliptica";"1992 TRSI";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Ecliptica";"OCS/ECS";"";"";"";"";"ecliptica trsi";"Exact";"100";"Janeway Amiga Scene Demo Database";;;"TRSI";;"Trackmo";"The Party 1992";;"12/92";"Ecliptica";;;"ecliptica ecliptica trsi eclipticatrsi"
