"WhdloadSlaveFlags";"WhdloadSize";"WhdloadSlaveFilePath";"ReadmeAppliesTo";"WhdloadSlaveExecInstall";"WhdloadName";"WhdloadSlaveName";"WhdloadSlaveCopy";"WhdloadSlaveBaseMemSize";"WhdloadPath";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"Query";"ScreenshotMatch";"ScreenshotScore";"ScreenshotName";"ScreenshotFile";"ScreenshotDirectoryName"
"NoError, EmulTrap, ClearMem";"919364";"S\SubliminalVision\SubliminalVision.Slave";"Subliminal Vision ? 1991 Bass.";"0";"SubliminalVision";"Subliminal Vision";"1991 Bass";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SubliminalVision";"OCS/ECS";"";"";"";"";"subliminal vision bass";"Exact";"100";"subliminal-vision-bass";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\s\subliminal-vision-bass\screen.gif";"subliminal-vision-bass"
"Disk, NoError, EmulTrap";"372836";"S\Substance\Substance.Slave";"Substance, ?1991 Quartex";"0";"Substance";"- Substance -";"1991 Alliance Design / Quartex";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Substance";"OCS/ECS";"";"";"";"";"substance alliance design quartex";"Best";"5,93452";"substance-quartex-alliance-design";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\s\substance-quartex-alliance-design\screen.png";"substance-quartex-alliance-design"
"NoError, EmulTrap";"919610";"S\SubtleShades\SubtleShades.Slave";"Subtle Shades ? 1993 Nuance - 1 disk";"0";"SubtleShades";"Subtle Shades";"1993 Nuance";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SubtleShades";"OCS/ECS";"";"";"";"";"subtle shades nuance";"Exact";"100";"subtle-shades-nuance";"C:\Work\First Realize\amiga-demo-database\jasdd\s\subtle-shades-nuance\screen_001.png";"subtle-shades-nuance"
"NoError, Req68020, ReqAGA, ClearMem";"3342627";"S\Sumea\Sumea.Slave";"Sumea ? 1996 Virtual Dreams";"0";"Sumea";"Sumea";"1996 Virtual Dreams";"786432";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Sumea";"AGA";"";"";"";"";"sumea virtual dreams";"Best";"5,143919";"sumea-virtual-dreams-fairlight";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\s\sumea-virtual-dreams-fairlight\screen.jpg";"sumea-virtual-dreams-fairlight"
"NoError, Req68020, ReqAGA, ClearMem";"1730381";"S\Sun\Sun.Slave";"Sun ? 1996 TRSI";"0";"Sun";"Sun";"1996 TRSI";"1232896";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Sun";"AGA";"";"";"";"";"sun trsi";"Exact";"100";"sun-trsi";"C:\Work\First Realize\amiga-demo-database\jasdd\s\sun-trsi\screen_001.png";"sun-trsi"
"NoError, EmulTrap, ClearMem";"125223";"S\SunsetGlow\SunsetGlow.Slave";"Sunset Glow ? 1988 Thrust.";"0";"SunsetGlow";"Sunset Glow";"1988 Thrust";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SunsetGlow";"OCS/ECS";"";"";"";"";"sunset glow thrust";"Exact";"100";"sunset-glow-thrust";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\s\sunset-glow-thrust\screen.jpg";"sunset-glow-thrust"
"NoError";"922626";"S\SweetMusic\SweetMusic.slave";"Sweet Music music disk by Crusaders (c) 1990 - 1 disk.";"0";"SweetMusic";"";"";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SweetMusic";"OCS/ECS";"";"";"";"";"sweet music";"Best";"3,093809";"sweet-music-crusaders";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\s\sweet-music-crusaders\screen.gif";"sweet-music-crusaders"
"NoError, EmulTrap";"950423";"S\SweetRevenge\SweetRevenge.Slave";"Sweet Revenge (c) 1992 Decay - 1 disk.";"0";"SweetRevenge";"Sweet Revenge";"1992 Decay";"933888";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SweetRevenge";"OCS/ECS";"";"";"";"";"sweet revenge decay";"Exact";"100";"sweet-revenge-decay";"C:\Work\First Realize\amiga-demo-database\jasdd\s\sweet-revenge-decay\screen_001.png";"sweet-revenge-decay"
"Disk, NoError, EmulTrap";"915677";"S\SwelteringForest\SwelteringForest.Slave";"Sweltering Forest ? 1993/94 Apocalypse Bay - 1 disk";"0";"SwelteringForest";"Sweltering Forest";"1993/94 Apocalypse Bay ";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SwelteringForest";"OCS/ECS";"";"";"";"";"sweltering forest apocalypse bay";"Exact";"100";"sweltering-forest";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Demos Custom\sweltering-forest\screen_001.png";"sweltering-forest"
"NoError, EmulTrap, ReqAGA";"2334953";"S\Switchback\Switchback.Slave";"Switchback ? 1994 Rebels.";"0";"Switchback";"Switchback";"1994 Rebels";"1572864";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Switchback";"AGA";"";"";"";"";"switchback rebels";"Exact";"100";"switchback-rebels";"C:\Work\First Realize\amiga-demo-database\jasdd\s\switchback-rebels\screen_001.png";"switchback-rebels"
"NoError, EmulTrap, ClearMem";"134356";"S\Synthesis\Synthesis.Slave";"Synthesis ? 1990 Underground";"0";"Synthesis";"Synthesis";"1990 Underground";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Synthesis";"OCS/ECS";"";"";"";"";"synthesis";"Best";"3,139742";"synthesis-network";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\s\synthesis-network\screen.jpg";"synthesis-network"
"NoError, Req68020, ReqAGA, EmulPriv, Examine";"6859901";"S\SynthesisNetwork\SynthesisNetwork.slave";"Synthesis ? 1998 Network.";"0";"SynthesisNetwork";"Synthesis";"1998 Network";"2093056";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SynthesisNetwork";"AGA";"";"";"";"";"synthesis network";"Exact";"100";"synthesis-network";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\s\synthesis-network\screen.jpg";"synthesis-network"
"NoError, EmulTrap, ClearMem";"870197";"S\SyntheticVibes\SyntheticVibes.Slave";"Synthetic Vibes 1991 Quartz.";"0";"SyntheticVibes";"Synthetic Vibes";"1991 Quartz";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SyntheticVibes";"OCS/ECS";"";"";"";"";"synthetic vibes quartz";"Exact";"100";"synthetic-vibes-quartz";"C:\Work\First Realize\amiga-demo-database\jasdd\s\synthetic-vibes-quartz\screen_001.png";"synthetic-vibes-quartz"
"NoError";"920307";"S\SystemViolation\SystemViolation.Slave";"System Violation ? 1991 Anarchy - 1 disk";"0";"SystemViolation";"System Violation";"1991 Anarchy";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"SystemViolation";"OCS/ECS";"";"";"";"";"system violation anarchy";"Exact";"100";"system-violation-anarchy";"C:\Work\First Realize\amiga-demo-database\jasdd\s\system-violation-anarchy\screen_001.png";"system-violation-anarchy"
"NoError, EmulTrap, ReqAGA, ClearMem";"397628";"T\TagAGA\TagAGA.Slave";"Tag ? 1993 Jetset & Skid Row.";"0";"TagAGA";"Tag";"1993 Jetset & Skid Row";"1572864";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Tag";"AGA";"";"";"";"";"tag aga jetset skid row";"Best";"4,386596";"tag-jetset-skid-row";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\t\tag-jetset-skid-row\screen.gif";"tag-jetset-skid-row"
"NoError, EmulTrap, ClearMem";"397581";"T\Tag\Tag.Slave";"Tag ? 1993 Jetset & Skid Row.";"0";"Tag";"Tag";"1993 Jetset & Skid Row";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Tag";"OCS/ECS";"";"";"";"";"tag jetset skid row";"Exact";"100";"tag-jetset-skid-row";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\t\tag-jetset-skid-row\screen.gif";"tag-jetset-skid-row"
"NoError, EmulTrap, ClearMem";"1821342";"T\TaylorDayneTITMH\TaylorDayneTITMH.Slave";"Tell It To My Heart ? 1999 Algotech Software.";"0";"TaylorDayneTITMH";"Taylor Dayne - Tell It to My Heart";"1999 Algotech Software";"2097152";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"TaylorDayneTITMH";"OCS/ECS";"";"";"";"";"taylor dayne tell it to my heart algotech software";"Best";"5,23611";"taylor-dayne-tell-It-to-my-heart";"C:\Work\First Realize\amiga-whdload-game-scripts\screenshots\Demos Custom\taylor-dayne-tell-It-to-my-heart\screen_001.png";"taylor-dayne-tell-it-to-my-heart"
"NoError, EmulTrap, ClearMem";"3628487";"T\Teatime\Teatime.Slave";"The Long Dark Teatime Of The Soul ? 1992 LSD.";"0";"Teatime";"The Long Dark Teatime Of The Soul";"1992 LSD";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Teatime";"OCS/ECS";"";"";"";"";"teatime the long dark of soul lsd";"Best";"6,74994";"the-long-dark-teatime-of-the-soul-lsd";"C:\Work\First Realize\amiga-demo-database\jasdd\t\the-long-dark-teatime-of-the-soul-lsd\screen_001.png";"the-long-dark-teatime-of-the-soul-lsd"
"Disk, NoError, EmulTrap";"914805";"T\TechnologicalDeath\TechnologicalDeath.slave";"Technological Death ? 1993 Mad Elks";"0";"TechnologicalDeath";"";"";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"TechnologicalDeath";"OCS/ECS";"";"";"";"";"technological death";"Best";"3,889792";"technological-death-mad-elks";"C:\Work\First Realize\amiga-demo-database\jasdd\t\technological-death-mad-elks\screen_001.png";"technological-death-mad-elks"
"NoError, ClearMem";"922959";"T\Technomania\Technomania.Slave";"Technomania ? 1991 Shining 8";"0";"Technomania";"Technomania";"1991 Shining 8";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Technomania";"OCS/ECS";"";"";"";"";"technomania shining 8";"Exact";"100";"technomania-shining-8";"C:\Work\First Realize\amiga-demo-database\jasdd\t\technomania-shining-8\screen_001.png";"technomania-shining-8"
"NoError, ClearMem";"924790";"T\Technomania2\Technomania2.Slave";"Technomania 2 ? 1992 Shining 8";"0";"Technomania2";"Technomania 2";"1992 Shining 8";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Technomania2";"OCS/ECS";"";"";"";"";"technomania 2 shining 8";"Exact";"100";"technomania-2-shining-8";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\t\technomania-2-shining-8\screen.png";"technomania-2-shining-8"
"Disk, NoError, EmulTrap";"939601";"T\TechnoTrance\TechnoTrance.Slave";"Tehno Trance from Bastards (1 disk).";"0";"TechnoTrance";"Techno Trance";"Bastards";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"TechnoTrance";"OCS/ECS";"";"";"";"";"techno trance 1 bastards";"Best";"4,756338";"techno-trance-bastards";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\t\techno-trance-bastards\screen.jpg";"techno-trance-bastards"
"NoError";"930523";"T\TechnoTrance3\TechnoTrance3.Slave";"Techno Trance III ? Bastards - 1 disk";"0";"TechnoTrance3";"Techno Trance III";"Bastards";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"TechnoTrance3";"OCS/ECS";"";"";"";"";"techno trance 3 bastards";"Exact";"100";"techno-trance-3-bastards";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\t\techno-trance-3-bastards\screen.jpg";"techno-trance-3-bastards"
"NoError, EmulTrap, ClearMem";"924174";"T\TechnoWarrior\TechnoWarrior.Slave";"Techno Warrior ? 1992 LSD.";"0";"TechnoWarrior";"Techno Warrior";"1992 LSD";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"TechnoWarrior";"OCS/ECS";"";"";"";"";"techno warrior lsd";"Exact";"100";"techno-warrior-lsd";"C:\Work\First Realize\amiga-demo-database\jasdd\t\techno-warrior-lsd\screen_001.png";"techno-warrior-lsd"
"NoError, EmulTrap, ClearMem";"921851";"T\Techtech\Techtech.Slave";"Techtech ? 1987 Sodan & Magician 42.";"0";"Techtech";"Techtech";"1987 Sodan & Magician 42";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Techtech";"OCS/ECS";"";"";"";"";"techtech sodan magician 42";"Exact";"100";"techtech-sodan-magician-42";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\t\techtech-sodan-magician-42\screen.jpg";"techtech-sodan-magician-42"
"NoError, EmulTrap, ClearMem";"919945";"T\Tekknobert\Tekknobert.Slave";"Tekknobert-The Final Collapse ? 1992 Wildfire.";"0";"Tekknobert";"Tekknobert-The Final Collapse";"1992 Wildfire";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Tekknobert";"OCS/ECS";"";"";"";"";"tekknobert the final collapse wildfire";"Exact";"100";"tekkno-bert-the-final-collapse--wildfire";"C:\Work\First Realize\amiga-demo-database\jasdd\t\tekkno-bert-the-final-collapse--wildfire\screen_001.png";"tekkno-bert-the-final-collapse-wildfire"
"NoError, EmulTrap, ClearMem";"836994";"T\TeraTunes\TeraTunes.Slave";"Tera Tunes Volume 1 ? 1989 The Giants.";"0";"TeraTunes";"Tera Tunes Volume 1";"1989 The Giants";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"TeraTunes";"OCS/ECS";"";"";"";"";"tera tunes alpha flight";"Exact";"100";"tera-tunes-alpha-flight";"C:\Work\First Realize\amiga-demo-database\jasdd\t\tera-tunes-alpha-flight\screen_001.PNG";"tera-tunes-alpha-flight"
"NoError, EmulTrap, ClearMem";"1096672";"T\TeraTunes2\TeraTunes2.Slave";"Tera Tunes 2 ? 1990 Team-X.";"0";"TeraTunes2";"Tera Tunes 2";"1990 Team-X";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"TeraTunes2";"OCS/ECS";"";"";"";"";"tera tunes 2 team";"Best";"4,612423";"tera-tunes-2-team-x";"C:\Work\First Realize\amiga-demo-database\jasdd\t\tera-tunes-2-team-x\screen_001.png";"tera-tunes-2-team-x"
"NoError, ClearMem";"167664";"T\TerminalFuckup\TerminalFuckup.Slave";"Terminal Fuckup ? 1993 Sanity";"0";"TerminalFuckup";"Terminal Fuckup";"1993 Sanity";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"TerminalFuckup";"OCS/ECS";"";"";"";"";"terminal fuckup sanity";"Exact";"100";"terminal-fuckup-sanity";"C:\Work\First Realize\amiga-demo-database\jasdd\t\terminal-fuckup-sanity\screen_001.png";"terminal-fuckup-sanity"
"Disk, EmulTrap";"1813610";"T\Terminator\Terminator.Slave";"Terminator by Status OK (2 disks).";"0";"Terminator";"Terminator";"Status O.K.";"1048576";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Terminator";"OCS/ECS";"";"";"";"";"terminator status";"Best";"4,090341";"the-terminator-status-ok";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\t\the-terminator-status-ok\screen.png";"the-terminator-status-ok"
"NoError, EmulTrap, ClearMem";"921729";"T\Testament\Testament.Slave";"Testament 1992 Katharsis.";"0";"Testament";"Testament";"1992 Katharsis";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Testament";"OCS/ECS";"";"";"";"";"testament katharsis";"Exact";"100";"testament-katharsis";"C:\Work\First Realize\amiga-demo-database\jasdd\t\testament-katharsis\screen_001.png";"testament-katharsis"
"NoError, EmulTrap";"337609";"T\ThirdDimension\ThirdDimension.Slave";"3rd Dimension (c) 1990 Crytoburners - 1 file.";"0";"ThirdDimension";"Third Dimension";"1990 Cryptoburners";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"ThirdDimension";"OCS/ECS";"";"";"";"";"third dimension cryptoburners";"Exact";"100";"third-dimension-cryptoburners";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\t\third-dimension-cryptoburners\screen.jpg";"third-dimension-cryptoburners"
"NoError, NoDivZero, Req68020, ReqAGA, ClearMem";"3502063";"T\ThugLife\ThugLife.Slave";"Thug Life ? 1997 Essence";"0";"ThugLife";"Thug Life";"1997 Essence";"1421312";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"ThugLife";"AGA";"";"";"";"";"thug life essence";"Exact";"100";"thug-life-essence";"C:\Work\First Realize\amiga-demo-database\jasdd\t\thug-life-essence\screen_001.png";"thug-life-essence"
"NoError, Req68020, ReqAGA, ClearMem";"5146225";"T\Tint\Tint.Slave";"Tint ? 1996 The Black Lotus";"0";"Tint";"Tint";"1996 The Black Lotus";"1863680";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Tint";"AGA";"";"";"";"";"tint the black lotus";"Exact";"100";"tint-the-black-lotus";"C:\Work\First Realize\amiga-demo-database\jasdd\t\tint-the-black-lotus\screen_001.jpg";"tint-the-black-lotus"
"NoError, EmulTrap, ClearMem";"792658";"T\TitanTrax\TitanTrax.slave";"Titan Trax #1 1989 Titanics.";"0";"TitanTrax";"Titan Trax #1";"1989 Titanics";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"TitanTrax";"OCS/ECS";"";"";"";"";"titan trax 1 titanics";"Exact";"100";"titan-trax-1-titanics";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\t\titan-trax-1-titanics\screen.gif";"titan-trax-1-titanics"
"NoError, EmulTrap, ClearMem";"1191846";"T\TopKaraoke1\TopKaraoke1.Slave";"Top Karaoke #1 - Inspecteur Gadget ?1995 Saturne";"0";"TopKaraoke1";"Top Karaoke #1 - Inspecteur Gadget";"1995 Saturne";"1507328";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"TopKaraoke1";"OCS/ECS";"";"";"";"";"top karaoke 1 inspecteur gadget saturne";"Best";"4,519297";"top-karaoke-vol1-inspector-gadget--saturne";"C:\Work\First Realize\amiga-demo-database\jasdd\t\top-karaoke-vol1-inspector-gadget--saturne\screen_001.png";"top-karaoke-vol1-inspector-gadget-saturne"
"NoError, EmulTrap, ClearMem";"1175849";"T\TopKaraoke2\TopKaraoke2.Slave";"Top Karaoke #2 - Albator ?1995 Saturne";"0";"TopKaraoke2";"Top Karaoke #2 - Albator";"1995 Saturne";"1507328";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"TopKaraoke2";"OCS/ECS";"";"";"";"";"top karaoke vol2 albator saturne";"Exact";"100";"top-karaoke-vol2-albator-saturne";"C:\Work\First Realize\amiga-demo-database\jasdd\t\top-karaoke-vol2-albator-saturne\screen_001.png";"top-karaoke-vol2-albator-saturne"
"NoError, EmulTrap, ClearMem";"1504523";"T\TopKaraoke3\TopKaraoke3.Slave";"Top Karaoke #3 - Capitaine Flam ?1995 Saturne";"0";"TopKaraoke3";"Top Karaoke #3 - Capitaine Flam";"1995 Saturne";"659456";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"TopKaraoke3";"OCS/ECS";"";"";"";"";"top karaoke 3 capitaine flam saturne";"Best";"6,781218";"top-karaoke-vol3-capitaine-flam--saturne";"C:\Work\First Realize\amiga-demo-database\jasdd\t\top-karaoke-vol3-capitaine-flam--saturne\screen_001.png";"top-karaoke-vol3-capitaine-flam-saturne"
"NoError, EmulTrap, ClearMem";"1825674";"T\TotalKaos\TotalKaos.Slave";"Total Kaos ? 1992 LSD.";"0";"TotalKaos";"Total Kaos";"1992 LSD";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"TotalKaos";"OCS/ECS";"";"";"";"";"total kaos lsd";"Exact";"100";"total-kaos-lsd";"C:\Work\First Realize\amiga-demo-database\jasdd\t\total-kaos-lsd\screen_001.png";"total-kaos-lsd"
"NoError, EmulTrap, ClearMem";"449267";"T\ToxicZiemniak\ToxicZiemniak.Slave";"Toxic Ziemniak ? 1992 Alchemy.";"0";"ToxicZiemniak";"Toxic Ziemniak";"1992 Alchemy";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"ToxicZiemniak";"OCS/ECS";"";"";"";"";"toxic ziemniak alchemy";"Exact";"100";"toxic-ziemniak-alchemy";"C:\Work\First Realize\amiga-demo-database\pouet_new\amiga\productions\t\toxic-ziemniak-alchemy\screen.gif";"toxic-ziemniak-alchemy"
"NoError, EmulTrap, ClearMem";"334337";"T\Trash\Trash.Slave";"Trash ? 1992 Digital";"0";"Trash";"Trash";"1992 Digital";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Trash";"OCS/ECS";"";"";"";"";"trash digital";"Exact";"100";"trash-digital";"C:\Work\First Realize\amiga-demo-database\jasdd\t\trash-digital\screen_001.PNG";"trash-digital"
"NoError, ClearMem";"349148";"T\Trashcan\Trashcan.Slave";"Trashcan ? 1990 Wizzcat";"0";"Trashcan";"Trashcan";"1990 Wizzcat";"524288";"C:\Work\First Realize\amiga-whdload-game-scripts\aeb_whdload_packs\demos_whdload\combined";"Trashcan";"OCS/ECS";"";"";"";"";"trashcan wizzcat";"Exact";"100";"trashcan-wizzcat";"C:\Work\First Realize\amiga-demo-database\jasdd\t\trashcan-wizzcat\screen_001.png";"trashcan-wizzcat"
